#gene	sample1	sample2	sample3
NEUROD2	3324	4001	5582
PPP1R1B	1372	1850	2038
STARD3	2373	1112	2053
TCAP	1813	894	932
PNMT	2691	2971	5802
PGAP3	1123	1612	2267
ERBB2	5311	9147	2080
MIEN1	2640	916	997
GRB7	1912	7514	4885
IKZF3	998	435	643
ZPBP2	869	872	1053
GSDMB	1374	1355	512
ORMDL3	1204	838	741
LRRC3C	1810	2932	1325
GSDMA	2795	1681	1481
PSMD3	326	779	716
CSF3	5860	11022	6742
MED24	4323	1839	6296
THRA	905	620	1369
NR1D1	1294	1539	1521
MSL1	916	566	538
CASC3	449	493	326
RAPGEFL1	4485	5822	8149
WIPF2	5084	5333	7678
CDC6	3475	2396	3586
RARA	4390	1359	3645
GJD3	1957	1522	5096
TOP2A	710	1029	697
IGFBP4	2013	1861	4064
TNS4	51	172	116
CCR7	5544	9544	4223
SMARCE1	1640	4343	2211
RP5-1028K7.3	2108	998	2142
KRT222	3776	2476	5799
KRT24	6223	4683	5656
KRT25	2543	2970	2706
KRT26	41	82	49
KRT27	492	587	491
KRT28	19564	9671	13347
KRT10	502	353	491
TMEM99	334	161	296
KRT12	3210	7733	10583
KRT20	4412	1615	3330
KRT23	999	1849	1235
KRT39	209	141	122
KRT40	4	22	21
KRTAP3-3	9891	3056	4537
KRTAP3-2	1854	2277	2730
KRTAP3-1	7189	8617	11705
KRTAP1-5	3146	2148	2193
KRTAP1-4	7917	9893	4400
KRTAP1-3	517	926	519
KRTAP1-1	279	271	136
KRTAP2-1	1944	2769	2260
KRTAP2-2	205	439	612
KRTAP2-3	4432	9579	2722
KRTAP2-4	1519	1618	1482
KRTAP4-7	1938	1088	1165
KRTAP4-8	819	647	436
KRTAP4-16	1458	1636	767
KRTAP4-9	850	1172	1701
KRTAP4-11	4004	4400	7443
KRTAP4-12	422	398	471
KRTAP4-6	1178	1252	1501
KRTAP4-5	321	314	185
KRTAP4-4	718	804	493
KRTAP4-3	1164	1976	2494
KRTAP4-2	1954	2084	2162
KRTAP4-1	3023	2900	2420
KRTAP9-1	2919	2065	4813
KRTAP9-2	8280	3697	4531
KRTAP9-3	629	737	822
KRTAP9-8	920	893	888
KRTAP9-4	4330	4441	3799
KRTAP9-9	2028	1232	1881
KRTAP9-6	1433	2517	2423
KRTAP9-7	4081	2771	2475
KRTAP29-1	3206	5739	3666
KRTAP16-1	1409	1540	847
KRTAP17-1	1908	2162	2096
KRT33A	1362	449	1584
KRT33B	1046	2375	1151
KRT34	11615	11066	6934
KRT31	769	437	1645
KRT37	3995	5078	5373
KRT38	6504	7972	4524
KRT32	3322	4966	4529
KRT35	246	462	470
KRT36	778	898	2027
KRT13	5379	3400	3478
KRT15	8851	5842	1854
KRT19	4915	6523	4206
KRT9	4323	6336	4827
KRT14	26	44	10
KRT16	646	1735	1632
KRT17	6068	1943	1476
EIF1	4949	3615	2215
GAST	1162	647	1006
HAP1	5492	5759	3089
JUP	1964	3518	2388
P3H4	1165	1673	743
FKBP10	1033	1243	1372
NT5C3B	8227	7130	11432
KLHL10	5978	4502	5806
KLHL11	730	563	578
ACLY	2672	3672	2496
TTC25	3003	2825	6175
CNP	231	441	471
DNAJC7	2072	767	1999
NKIRAS2	4232	4672	2301
ZNF385C	1559	1374	2373
DHX58	342	284	275
KAT2A	676	1294	481
CTD-2132N18.3	613	883	1203
HSPB9	6130	8858	2491
RAB5C	506	1183	802
KCNH4	979	963	809
HCRT	1365	723	1310
GHDC	2523	1936	6055
STAT5B	281	398	314
STAT5A	5777	3525	3219
STAT3	2613	1287	1627
PTRF	2693	2385	1942
ATP6V0A1	4094	4545	3338
NAGLU	3056	5620	4151
HSD17B1	29397	21079	15560
COASY	514	830	996
MLX	605	310	525
PSMC3IP	9222	3515	5388
FAM134C	4411	2536	4568
TUBG1	4421	6873	4690
TUBG2	118	529	278
PLEKHH3	222	323	158
CCR10	5176	5538	2696
CNTNAP1	21	15	34
EZH1	3292	4076	2579
RAMP2	2459	1688	2862
VPS25	2196	2130	2425
WNK4	3449	6452	7839
COA3	7045	6625	10175
CNTD1	524	679	760
BECN1	1404	1193	584
PSME3	1486	1955	1755
AOC2	1103	2577	1960
AOC3	3060	2940	3797
G6PC	3739	5323	1683
PTGES3L-AARSD1	2238	3673	5138
AARSD1	2779	3934	2950
PTGES3L	399	229	788
RUNDC1	10289	10209	17212
AC055866.1	618	1030	784
RPL27	888	771	1065
IFI35	1326	688	2217
VAT1	4964	3869	4642
RND2	3178	4190	3417
BRCA1	415	110	127
NBR1	6056	4150	2743
TMEM106A	360	362	388
LINC00854	1937	1708	818
ARL4D	1618	2120	1329
DHX8	1141	1292	2592
ETV4	1641	700	312
MEOX1	1145	3414	1618
SOST	3101	1177	1684
DUSP3	106	45	51
C17orf105	1985	2177	1807
MPP3	260	299	351
CD300LG	1334	1367	1807
MPP2	3672	4740	5610
PPY	710	894	386
PYY	1751	2018	1934
NAGS	2413	903	2489
TMEM101	377	685	354
LSM12	2158	2322	3187
G6PC3	684	561	471
HDAC5	1554	6548	3271
C17orf53	6545	3514	4178
ASB16	8551	14422	7212
TMUB2	1665	842	2189
ATXN7L3	5382	2887	3897
UBTF	632	826	955
SLC4A1	7917	5375	14841
RUNDC3A	254	132	362
SLC25A39	446	404	761
GRN	1367	1624	1411
FAM171A2	285	89	68
ITGA2B	6476	3503	6895
GPATCH8	443	441	449
FZD2	937	922	1239
MEIOC	10525	3813	7545
CCDC43	1525	790	1201
DBF4B	850	1553	569
ADAM11	9181	7720	3580
GJC1	726	239	641
HIGD1B	7022	4796	13258
EFTUD2	4165	8260	2413
CCDC103	1453	2774	1424
FAM187A	2546	4099	3961
GFAP	10690	9510	12893
KIF18B	4687	8514	5260
C1QL1	2048	1472	1080
DCAKD	349	155	340
NMT1	13285	9003	2941
PLCD3	4343	4040	7593
ACBD4	2627	2101	1297
HEXIM1	8156	4463	7323
HEXIM2	884	979	501
FMNL1	594	467	515
SPATA32	4858	4985	7786
MAP3K14	147	181	115
ARHGAP27	438	191	405
PLEKHM1	544	1508	421
CRHR1	1134	773	647
SPPL2C	1373	1693	4027
MAPT	5529	3576	3787
STH	1896	5412	3893
KANSL1	1785	863	1686
ARL17B	4286	3584	6156
LRRC37A	200	320	686
LRRC37A2	7183	2933	3436
ARL17A	2434	2850	4380
AC138645.2	3956	3278	1502
AC138645.1	393	444	505
NSF	2331	2127	3856
WNT3	1558	853	1564
WNT9B	406	292	144
GOSR2	753	615	491
RP11-156P1.2	2006	3518	2806
RPRML	1886	506	2199
CDC27	1928	1203	851
MYL4	8700	9515	4120
ITGB3	1474	2290	3005
RP11-290H9.2	2560	5517	3749
EFCAB13	9012	5865	5448
NPEPPS	167	127	172
KPNB1	595	1282	800
TBKBP1	200	172	427
TBX21	4260	4014	3849
OSBPL7	7905	3864	4389
MRPL10	1120	654	1199
LRRC46	2558	3222	3896
SCRN2	2723	1556	2867
SP6	1209	2478	1316
SP2	386	531	643
PNPO	318	201	871
PRR15L	744	1361	1604
CDK5RAP3	547	1150	598
COPZ2	1235	813	1030
NFE2L1	477	885	839
CBX1	3457	1467	1840
SNX11	2768	2700	2734
SKAP1	528	361	242
HOXB1	2141	2433	1187
HOXB2	2094	1230	886
HOXB3	210	70	175
HOXB4	728	381	266
HOXB5	2944	2305	2017
HOXB6	1855	4462	1187
HOXB7	610	353	1081
HOXB8	339	474	405
HOXB9	1756	1648	1263
PRAC1	14249	3848	7093
PRAC2	281	492	478
HOXB13	509	523	385
TTLL6	2877	2192	3219
CALCOCO2	2414	3965	6123
ATP5G1	846	1479	1199
UBE2Z	1307	860	530
SNF8	87	101	111
GIP	120	68	154
IGF2BP1	5121	3223	4422
B4GALNT2	1642	1091	999
GNGT2	2527	1711	3072
ABI3	31	16	32
PHOSPHO1	291	470	143
ZNF652	3675	3846	4788
PHB	2712	4477	3274
AC091180.1	1870	1491	2854
NGFR	2682	4782	7360
NXPH3	2510	5240	2711
SPOP	280	160	341
SLC35B1	556	1309	671
FAM117A	4695	3970	5039
KAT7	557	388	1339
TAC4	20310	15107	9550
DLX4	17305	10653	5208
DLX3	2180	1994	2794
ITGA3	3410	2385	2768
PDK2	1335	830	959
SAMD14	1305	1429	1099
PPP1R9B	8152	6787	5048
SGCA	3731	3347	2752
COL1A1	1630	3832	1760
TMEM92	98	57	71
XYLT2	2300	3719	607
MRPL27	675	185	418
EME1	4634	2979	1978
LRRC59	785	573	263
ACSF2	1391	3189	4133
CHAD	715	1396	1336
RSAD1	1295	871	681
MYCBPAP	3374	2006	1798
EPN3	1873	461	715
SPATA20	596	1882	4046
CACNA1G	2302	2186	953
ABCC3	2930	5160	2995
ANKRD40	5760	5134	4949
LUC7L3	4515	11741	3948
WFIKKN2	303	342	1099
TOB1	2153	2641	2363
SPAG9	1735	1536	1696
NME1	580	772	1184
NME1-NME2	3636	5321	1545
NME2	1627	3715	2703
MBTD1	509	152	269
UTP18	1132	1625	421
CA10	2142	4911	2066
KIF2B	45	59	18
TOM1L1	1839	1748	3502
COX11	21198	9157	16495
STXBP4	7133	5093	5541
HLF	62	85	24
MMD	490	452	629
RP11-515E23.1	1728	1580	1975
TMEM100	745	832	671
PCTP	3735	4896	3371
ANKFN1	1575	1461	4383
NOG	2363	2615	5035
C17orf67	100	73	71
DGKE	962	780	1120
TRIM25	647	324	175
COIL	2076	2063	2659
SCPEP1	1821	1384	2460
AKAP1	6203	7198	9305
MSI2	1976	2984	5207
CCDC182	2149	1777	1451
MRPS23	1721	1531	1700
CUEDC1	2891	3883	4030
VEZF1	7050	15012	8592
RP11-159D12.5	736	1051	177
SRSF1	441	603	531
DYNLL2	896	804	1164
OR4D1	245	313	277
OR4D2	6322	3512	5391
EPX	2209	2520	2048
MKS1	1800	3143	2470
LPO	283	606	647
MPO	1185	645	1862
TSPOAP1	2367	2113	3200
SUPT4H1	51	41	17
RNF43	2541	8350	4529
HSF5	5073	5113	3385
MTMR4	2881	2462	2870
SEPT4	988	1950	2445
C17orf47	165	178	125
TEX14	4904	7230	8279
RAD51C	88	120	176
PPM1E	947	3057	1842
TRIM37	3189	2840	2371
SKA2	6153	6779	20001
PRR11	462	465	2040
CTD-2510F5.6	3186	5176	2992
SMG8	416	364	550
GDPD1	1881	1901	2219
YPEL2	200	181	259
DHX40	4684	6798	5400
CLTC	1086	2524	1708
PTRH2	2625	4456	1355
VMP1	6009	11420	4372
TUBD1	1345	796	1503
RPS6KB1	924	1113	1536
RP11-178C3.1	216	170	218
RNFT1	617	1230	853
HEATR6	708	296	322
CA4	3905	2187	2845
USP32	3385	2292	1773
C17orf64	1387	3936	4069
APPBP2	129	109	150
PPM1D	5428	5106	6755
AC110602.1	14689	12498	11451
BCAS3	598	703	1035
TBX2	176	83	197
TBX4	46	35	40
NACA2	134	188	143
BRIP1	4399	8144	4488
INTS2	8945	18436	7838
MED13	1109	2269	2295
RP11-51L5.7	978	364	761
EFCAB3	2475	2518	4441
METTL2A	1021	1224	1203
TLK2	2698	833	1657
MRC2	1856	5361	3449
MARCH10	4212	2609	1650
TANC2	20751	13388	12155
CYB561	76	77	180
ACE	571	458	539
CTD-2501B8.1	4526	3499	2952
KCNH6	7584	3856	5182
DCAF7	544	1500	734
TACO1	188	322	452
MAP3K3	6245	6959	6980
LIMD2	69	84	53
STRADA	796	923	1324
RP11-51F16.8	3473	5695	11467
CCDC47	685	578	242
DDX42	5086	3365	6375
FTSJ3	135	125	142
PSMC5	3626	3636	3515
SMARCD2	4418	2320	610
CSH2	3288	6827	3235
GH2	569	278	688
CSH1	11031	9686	15658
CSHL1	1035	664	884
GH1	1047	1709	1260
CD79B	1721	4609	3039
SCN4A	1248	4380	1921
PRR29	3885	8376	8081
ICAM2	167	295	269
ERN1	117	71	224
TEX2	885	582	1067
PECAM1	5647	3737	5066
MILR1	1303	3463	7346
POLG2	2268	3224	3916
DDX5	1450	1396	661
CEP95	814	2477	3159
SMURF2	8372	7569	5266
LRRC37A3	17936	11555	13345
GNA13	103	38	35
RGS9	1635	2183	2106
AXIN2	659	1242	798
CTD-2535L24.2	2618	2677	2011
CEP112	738	538	1788
APOH	42	21	14
PRKCA	12350	8776	12491
CACNG5	1906	3412	3088
CACNG4	1266	715	470
CACNG1	3091	1069	3320
HELZ	2670	1352	1302
PSMD12	9678	5934	11972
PITPNC1	1406	1463	2376
NOL11	2210	1348	3915
BPTF	2950	4842	2430
C17orf58	949	1200	706
KPNA2	3515	10048	7042
AMZ2	2402	960	1032
ARSG	4429	3060	3605
SLC16A6	1410	615	1891
WIPI1	3223	2614	4459
PRKAR1A	9194	4850	6612
FAM20A	997	942	2046
ABCA8	1137	1063	937
ABCA9	4827	2836	4356
ABCA6	502	538	596
ABCA10	453	447	474
ABCA5	5526	4125	1441
MAP2K6	217	197	128
KCNJ16	5729	7267	8154
KCNJ2	2299	1584	4543
SOX9	3514	2880	2676
SLC39A11	1110	3073	2326
SSTR2	1167	2525	1392
COG1	772	544	341
FAM104A	5517	13655	11648
C17orf80	900	1092	754
CPSF4L	487	190	157
CDC42EP4	19912	10985	3865
SDK2	1638	724	1064
RPL38	3379	2879	1702
TTYH2	4333	3313	7055
DNAI2	13641	11498	6191
KIF19	1757	279	972
BTBD17	374	636	738
GPR142	3416	6399	7962
GPRC5C	615	684	886
CD300A	844	967	707
CD300LB	266	126	115
CD300C	3751	1960	1930
CD300LD	2743	2195	2842
CD300E	95	122	188
RAB37	2834	4575	5563
CD300LF	11922	21701	8379
SLC9A3R1	66	25	28
NAT9	4896	5873	7098
TMEM104	1071	776	777
GRIN2C	736	2170	1744
FDXR	1686	1384	1612
FADS6	3331	5301	7773
USH1G	4344	7796	3611
OTOP2	29	29	20
AC087651.1	1660	2337	3641
OTOP3	1100	858	616
HID1	847	894	1401
CDR2L	1148	2231	1440
MRPL58	1990	1666	1436
KCTD2	2659	8563	6288
AC087651.2	890	1472	578
ATP5H	1937	2916	4904
SLC16A5	21597	17099	12439
ARMC7	13933	17340	9250
NT5C	804	1055	1256
HN1	3067	4332	2230
SUMO2	1226	3443	1640
NUP85	572	897	710
GGA3	419	914	603
MRPS7	8338	7207	5156
MIF4GD	470	258	394
SLC25A19	387	260	336
GRB2	3334	14687	3210
TMEM94	998	1941	1399
CASKIN2	20043	18615	24539
TSEN54	3136	1373	5371
LLGL2	1345	1986	1007
MYO15B	256	71	170
RECQL5	1025	1705	943
SMIM5	658	299	460
SMIM6	40	54	41
SAP30BP	1667	1458	2225
ITGB4	20089	7193	8940
GALK1	3067	3274	2475
H3F3B	6733	8593	7068
UNK	410	499	732
UNC13D	887	2200	1327
WBP2	309	684	563
TRIM47	14455	22311	15002
TRIM65	700	942	719
MRPL38	4280	4070	4027
RP11-552F3.12	2659	1473	1732
FBF1	5000	2380	1731
ACOX1	1786	2364	3079
TEN1	15952	13105	9118
TEN1-CDK3	332	433	427
CDK3	2232	1839	1455
EVPL	1620	809	2194
SRP68	2128	4695	3067
ZACN	413	250	595
GALR2	1776	2533	3380
EXOC7	2075	2830	3747
FOXJ1	11930	6563	17209
RNF157	665	614	348
UBALD2	405	425	805
QRICH2	4342	4220	3901
PRPSAP1	27	82	75
SPHK1	3557	1056	4618
UBE2O	1367	828	502
AANAT	58	124	111
RHBDF2	615	686	1534
CYGB	137	439	122
PRCD	459	977	872
ST6GALNAC2	1355	2070	3389
ST6GALNAC1	10103	8899	7846
MXRA7	2497	3078	1929
JMJD6	3040	2800	2316
METTL23	1231	1206	1890
RP11-318A15.7	264	532	707
SRSF2	177	165	202
MFSD11	2694	3523	1274
MGAT5B	1309	5300	4638
SEC14L1	343	589	290
SEPT9	3025	2513	4456
AC104981.1	2334	5147	11319
TNRC6C	1350	2434	1847
TMC6	813	1656	1062
TMC8	3006	3487	3422
C17orf99	31	46	30
SYNGR2	1994	1943	2399
TK1	145	44	91
AFMID	383	977	1563
BIRC5	91	124	121
TMEM235	688	262	568
SOCS3	4066	2540	2170
PGS1	1485	722	1032
DNAH17	1145	5030	2527
CYTH1	3050	3620	4077
USP36	4312	7535	3902
TIMP2	585	542	330
CEP295NL	1577	840	671
LGALS3BP	1679	2158	1750
CANT1	3029	1996	1152
C1QTNF1	2364	1767	2638
ENGASE	20167	20198	7313
RBFOX3	3112	6090	3424
ENPP7	1256	1638	664
CBX2	2606	3790	3428
CBX8	1322	2261	1335
CBX4	4159	5323	2884
TBC1D16	12396	3779	4635
CCDC40	1207	1253	1061
GAA	3379	1786	1246
EIF4A3	238	209	334
CARD14	1717	2872	1251
SGSH	905	459	379
SLC26A11	1605	1004	1506
RNF213	224	182	367
ENDOV	1645	1896	1523
NPTX1	4029	4119	7779
RPTOR	183	281	202
CHMP6	2705	4257	8372
BAIAP2	309	563	429
AATK	782	1008	1822
AATK-AS1	22492	11635	12498
CEP131	488	543	1009
TEPSIN	6449	2510	2995
C17orf89	3719	6129	5123
SLC38A10	1056	839	168
TMEM105	975	1351	941
BAHCC1	1708	944	877
ACTG1	12021	16314	10634
FSCN2	887	1002	1179
FAAP100	1636	4171	7823
NPLOC4	2676	2535	2823
TSPAN10	417	234	195
PDE6G	648	1509	2374
OXLD1	342	101	367
CCDC137	1690	1571	908
ARL16	492	621	702
HGS	310	98	155
MRPL12	6180	2764	5499
RP13-1032I1.10	1632	585	888
SLC25A10	965	6333	5862
GCGR	3088	2281	4112
MCRIP1	2813	7991	4239
PPP1R27	1378	2516	552
P4HB	1350	1589	1127
ARHGDIA	2956	2955	3920
ALYREF	2797	3306	3511
ANAPC11	1321	2405	2448
NPB	9360	15613	18966
PCYT2	567	165	194
SIRT7	7044	17321	8495
MAFG	979	789	690
PYCR1	429	553	388
MYADML2	82	110	223
NOTUM	6437	4102	5167
ASPSCR1	1235	1641	1474
STRA13	3826	2875	2908
LRRC45	676	1777	3646
RAC3	5002	2784	6968
DCXR	204	270	146
RFNG	595	657	1149
GPS1	5080	2830	3691
DUS1L	787	1550	1019
FASN	1205	1510	1030
CCDC57	7536	2760	5205
SLC16A3	327	341	269
CSNK1D	815	1767	1265
CD7	926	705	780
SECTM1	5253	8135	11115
TEX19	522	737	856
UTS2R	832	442	530
OGFOD3	1005	1625	1741
HEXDC	5401	7366	5022
C17orf62	4332	9968	3455
NARF	3281	2323	4184
FOXK2	510	809	358
WDR45B	1481	630	485
RAB40B	14198	10182	9205
FN3KRP	4341	2180	1634
AC024361.1	5417	8183	8646
FN3K	5688	8049	3005
TBCD	6497	3478	2970
ZNF750	2864	4334	3705
B3GNTL1	949	684	1443
METRNL	5498	6677	11947
USP14	5509	15956	9147
THOC1	239	509	326
COLEC12	5627	3546	5572
CETN1	6375	12183	7553
CLUL1	3294	1231	1885
TYMS	6556	6769	4207
ENOSF1	1073	1217	520
YES1	12023	2785	3415
ADCYAP1	2603	2843	1943
METTL4	2885	2137	2408
NDC80	2553	4324	3535
SMCHD1	1578	1292	2940
EMILIN2	5078	5366	6613
LPIN2	504	1580	755
MYOM1	3548	2414	2258
MYL12A	455	466	435
MYL12B	266	289	323
TGIF1	3018	2914	5048
DLGAP1	17299	12994	9918
AKAIN1	4043	2496	2211
ZBTB14	2617	2216	2065
EPB41L3	18	27	11
TMEM200C	8672	4213	11063
L3MBTL4	6029	6864	7094
ARHGAP28	2566	965	2716
LAMA1	1458	1640	1016
LRRC30	1834	1497	2642
PTPRM	2454	1453	1959
RAB12	239	310	220
MTCL1	409	806	786
NDUFV2	3570	1254	2917
ANKRD12	3257	4147	3728
TWSG1	775	516	400
RALBP1	1694	2025	2789
PPP4R1	1263	1316	2610
RAB31	2759	2079	1325
TXNDC2	297	414	269
VAPA	5961	3561	2761
APCDD1	13	35	16
NAPG	1552	3050	3123
PIEZO2	259	203	357
SLC35G4	1639	1000	1080
GNAL	1766	3388	4126
CHMP1B	1912	3104	3832
MPPE1	1004	2364	3019
IMPA2	1011	931	1071
ANKRD62	1394	2015	1041
CIDEA	398	870	587
TUBB6	3461	2775	1991
AFG3L2	494	967	1363
PRELID3A	3378	3091	1899
SPIRE1	131	283	377
PSMG2	6804	2315	6168
CEP76	952	976	786
PTPN2	3068	2485	5458
SEH1L	477	746	472
CEP192	558	431	254
LDLRAD4	86	55	51
FAM210A	1463	1522	1158
RNMT	8688	17700	10143
MC5R	4343	7672	9120
MC2R	2125	12995	3970
ZNF519	16228	33190	17734
POTEC	4224	9161	4431
ANKRD30B	7157	7059	5317
AP005242.1	2689	2045	3430
ROCK1	3440	5054	8154
GREB1L	2881	2795	3901
ESCO1	4017	4896	1803
SNRPD1	8858	12066	10714
ABHD3	43	25	27
MIB1	2906	2006	3125
GATA6	6235	7870	2508
CTAGE1	2176	2673	2679
RBBP8	19708	21406	14143
CABLES1	12	15	6
TMEM241	7236	6791	7155
RIOK3	172	254	322
C18orf8	3401	3855	2778
NPC1	169	259	156
ANKRD29	77	245	83
LAMA3	36	58	36
TTC39C	5678	5122	6199
CABYR	5416	8530	11186
OSBPL1A	1746	1159	2349
IMPACT	3989	4211	5746
HRH4	5094	3497	4096
ZNF521	1891	1301	2315
SS18	1222	1040	823
PSMA8	1375	2433	2077
TAF4B	3188	3108	2163
KCTD1	1861	3141	1417
AQP4	11522	2730	7891
CHST9	2030	2997	3136
CDH2	73	76	33
DSC3	1138	746	515
DSC2	2824	1612	3013
DSC1	5810	6091	4322
DSG1	4443	2133	1199
DSG4	1275	2307	3199
DSG3	2270	6296	2791
DSG2	1518	2576	2725
TTR	1437	2076	2398
B4GALT6	128	20	92
SLC25A52	12348	7137	5963
TRAPPC8	5125	2273	3272
RNF125	3297	3230	2885
RNF138	3080	2412	2299
GAREM1	3457	2616	722
MEP1B	1583	1767	1537
KLHL14	612	2432	594
CCDC178	9922	10428	17220
ASXL3	1655	1636	951
NOL4	6776	4708	7648
DTNA	600	651	330
MAPRE2	1249	1905	2795
ZNF397	97	101	202
ZSCAN30	10197	14186	13026
ZNF24	3520	3396	5180
ZNF396	2978	812	2051
RP11-322E11.6	2469	1079	1979
INO80C	838	3308	963
GALNT1	1709	851	666
C18orf21	314	300	671
RPRD1A	4449	5747	3788
SLC39A6	74	86	127
ELP2	960	765	1630
MOCOS	620	587	1351
FHOD3	101	85	152
TPGS2	78	144	101
KIAA1328	3850	5370	4402
CELF4	3004	1909	1322
PIK3C3	1160	1690	1395
RIT2	3229	1760	3371
SYT4	2459	1533	1044
SETBP1	324	269	135
SLC14A2	579	326	394
SLC14A1	297	177	235
SIGLEC15	12550	4207	7758
EPG5	1986	1374	630
PSTPIP2	2032	1306	1023
ATP5A1	3549	3882	2468
HAUS1	592	282	238
C18orf25	140	304	312
RNF165	5515	2009	1572
LOXHD1	194	382	88
ST8SIA5	1518	771	1374
PIAS2	12484	6135	15126
KATNAL2	1878	7730	6005
TCEB3CL2	3056	1420	1827
TCEB3CL	268	278	196
RP11-49K24.9	20977	19405	21507
TCEB3C	3651	3464	6638
TCEB3B	891	1470	995
HDHD2	4916	5040	4332
RP11-49K24.6	1019	723	1022
IER3IP1	314	218	76
SKOR2	3617	2065	3909
SMAD2	384	249	183
ZBTB7C	446	289	476
CTIF	10391	9757	15067
SMAD7	2626	3365	6530
DYM	3202	3001	1686
C18orf32	5970	2240	3537
RPL17-C18orf32	1331	3846	1871
RPL17	6591	3928	5943
LIPG	1378	1702	3393
ACAA2	510	866	2412
RP11-886H22.1	2647	2401	3353
MYO5B	427	531	358
CFAP53	1869	1281	1601
MBD1	5357	6352	5100
CXXC1	4638	894	2567
SKA1	6224	6048	3699
MAPK4	1878	1506	2074
MRO	3505	11458	9683
ME2	1372	2185	1103
ELAC1	346	276	416
RP11-729L2.2	154	212	196
SMAD4	1654	3450	4137
MEX3C	8967	5234	3504
DCC	170	294	241
AC011155.1	12395	10867	13132
MBD2	17	5	18
POLI	210	262	329
STARD6	824	552	157
C18orf54	2841	4612	2000
DYNAP	327	228	332
RAB27B	2625	1310	2862
CCDC68	5696	4666	5542
TCF4	936	384	539
TXNL1	3959	8096	6501
WDR7	8784	8602	6701
BOD1L2	388	317	1010
ST8SIA3	4432	7599	1851
ONECUT2	4023	3787	6380
FECH	6497	2147	2863
NARS	2519	2428	970
ATP8B1	16544	4524	13555
NEDD4L	3240	4074	3824
ALPK2	1045	1107	505
MALT1	17	8	18
ZNF532	2689	1445	941
SEC11C	333	360	294
GRP	556	116	411
RAX	765	477	554
CPLX4	1610	2083	2504
LMAN1	3998	2352	3304
CCBE1	4703	2610	1594
PMAIP1	717	684	557
MC4R	544	708	307
CDH20	2666	1550	4323
RNF152	1577	818	2454
PIGN	4155	5334	3216
KIAA1468	1300	1333	1279
TNFRSF11A	587	2021	1176
ZCCHC2	597	2340	1483
PHLPP1	3064	6078	2216
BCL2	1215	3076	2333
KDSR	639	1098	4301
VPS4B	506	223	275
SERPINB5	161	133	161
SERPINB12	322	150	545
SERPINB13	2271	2717	868
SERPINB4	1474	411	658
SERPINB11	715	592	1439
SERPINB3	3957	3841	9876
SERPINB7	959	754	1055
SERPINB2	666	814	476
SERPINB10	253	373	81
HMSD	3592	2187	2781
SERPINB8	1231	2237	1533
CDH7	2726	3378	3032
CDH19	1690	3945	2830
DSEL	1639	4030	1080
TMX3	5459	2048	2450
CCDC102B	7431	6630	20919
DOK6	975	3096	1616
CD226	1642	4624	1979
RTTN	3207	3592	1070
SOCS6	816	532	429
CBLN2	474	469	289
NETO1	430	570	309
FBXO15	238	303	721
TIMM21	6471	3872	6535
CYB5A	6830	7788	3602
C18orf63	1421	1172	1926
FAM69C	4438	2522	1242
CNDP2	427	462	518
CNDP1	2103	708	913
ZNF407	27471	10084	28632
ZADH2	81	119	65
TSHZ1	7435	8343	5099
SMIM21	40	22	34
ZNF516	22346	6685	11804
ZNF236	1184	893	245
MBP	839	481	383
GALR1	1080	683	236
SALL3	667	595	2215
ATP9B	5259	10969	4081
NFATC1	146	215	250
CTDP1	11797	16747	9594
KCNG2	5371	4179	3358
PQLC1	1839	1589	1831
HSBP1L1	316	573	223
TXNL4A	1134	1309	583
RP11-795F19.5	4748	5112	3314
RBFA	5787	3713	3977
ADNP2	1747	2303	3158
PARD6G	17419	8736	7171
DEFB125	3635	2722	4635
DEFB126	8531	2339	7144
DEFB127	2927	4213	7553
DEFB128	14	13	13
DEFB129	4358	4147	6527
DEFB132	2939	3471	4665
C20orf96	4583	3645	5926
ZCCHC3	778	402	849
SOX12	1932	3299	2218
NRSN2	3094	3312	3285
TRIB3	303	212	236
RBCK1	4422	2472	3808
TBC1D20	138	62	98
CSNK2A1	1282	1837	444
TCF15	4757	2989	5190
SRXN1	5316	4741	6615
RP5-850E9.3	2984	1660	6082
SCRT2	7085	10733	4467
SLC52A3	651	848	419
FAM110A	1301	2064	3946
ANGPT4	9601	4318	8025
RSPO4	1607	1099	1001
PSMF1	2757	2417	3469
TMEM74B	1350	1960	1903
C20orf202	1046	1596	1980
RAD21L1	681	843	491
SNPH	584	544	646
SDCBP2	588	465	1072
RP11-314N13.10	10961	10102	11292
FKBP1A	2884	1461	1799
NSFL1C	749	1883	1209
SIRPB2	6452	3580	3186
SIRPD	7545	5352	12800
RP4-576H24.4	984	935	738
SIRPB1	1140	2032	1724
SIRPG	5205	6685	8863
SIRPA	8584	5225	6712
PDYN	1136	1270	1709
STK35	3362	1466	1775
TGM3	2473	3268	3528
TGM6	9428	13090	13168
SNRPB	11081	5754	7211
RP4-734P14.4	3634	1896	1212
ZNF343	2277	2658	2031
TMC2	3074	4575	5962
NOP56	4494	5211	9726
IDH3B	496	503	338
EBF4	3950	4085	1420
CPXM1	6060	12108	5979
RP5-860F19.8	14752	8869	9855
C20orf141	1881	1174	2453
TMEM239	4845	2149	2800
PCED1A	532	383	360
VPS16	1379	1880	1559
PTPRA	1891	2216	1462
GNRH2	582	252	246
MRPS26	738	1259	1026
OXT	5090	14274	5845
