#gene	sample7	sample8	sample9
CORO2B	8959	7329	7533
ANP32A	9258	6301	17939
SPESP1	813	2030	510
NOX5	1861	1839	2847
GLCE	449	914	570
PAQR5	257	358	163
KIF23	3713	4100	5444
RPLP1	8043	3719	4624
TLE3	667	1025	925
UACA	4963	3698	7466
LARP6	6702	5813	9060
LRRC49	658	758	893
THAP10	2454	938	3259
THSD4	192	282	454
CT62	3109	5273	1820
NR2E3	639	366	543
MYO9A	2642	2595	5042
SENP8	4955	5993	2063
GRAMD2	1088	854	1269
PKM	634	509	911
PARP6	5251	2183	3570
RP11-106M3.5	2983	6697	2674
CELF6	1397	1068	1172
RP11-106M3.2	3243	4732	5804
HEXA	425	307	299
TMEM202	620	413	590
ARIH1	1733	5715	4602
GOLGA6B	1299	1215	2295
HIGD2B	3169	2088	4411
BBS4	5774	5016	2644
ADPGK	1075	1480	592
NEO1	5781	3853	1902
HCN4	1124	1529	1666
REC114	5938	5070	3241
NPTN	2541	2120	3976
CD276	9572	5799	11015
C15orf59	7139	4062	6231
TBC1D21	1702	931	1640
LOXL1	554	690	779
STOML1	1178	1389	683
PML	331	265	271
GOLGA6A	290	170	404
ISLR2	4191	1785	2587
ISLR	751	1714	2743
STRA6	1137	1242	3540
CCDC33	882	1390	1764
CYP11A1	15351	25314	10417
SEMA7A	2400	1720	1888
UBL7	2372	2013	2630
ARID3B	4904	4932	5434
CLK3	1876	2684	4515
EDC3	742	867	752
CYP1A1	2034	3846	3114
CYP1A2	191	174	348
CSK	6398	3351	4243
LMAN1L	974	5480	2204
CPLX3	1381	1966	1483
ULK3	657	461	1012
SCAMP2	3468	3175	4141
MPI	1759	2399	1911
FAM219B	1781	1494	2091
COX5A	83	114	76
RPP25	2484	2884	2401
SCAMP5	616	1062	896
PPCDC	3537	2660	4872
C15orf39	4330	4031	3239
GOLGA6D	246	145	185
GOLGA6C	1879	1087	3032
COMMD4	901	720	440
NEIL1	8569	6298	5912
MAN2C1	7737	5239	2094
SIN3A	800	608	913
PTPN9	1321	804	1000
SNUPN	493	416	648
IMP3	838	1901	1552
SNX33	3261	4681	5943
CSPG4	17805	13682	15100
ODF3L1	6667	9454	6037
UBE2Q2	696	1083	499
FBXO22	254	107	144
NRG4	1941	1826	2859
TMEM266	1418	1118	1373
ETFA	4427	6472	3603
ISL2	1331	913	1797
SCAPER	1696	1960	2700
RCN2	3033	5610	2532
PSTPIP1	1723	984	1250
TSPAN3	5694	13597	8826
PEAK1	340	362	217
HMG20A	1708	1980	2767
LINGO1	1079	671	1544
TBC1D2B	512	258	204
SH2D7	653	569	395
CIB2	5508	5127	8224
IDH3A	496	382	840
ACSBG1	216	172	435
DNAJA4	9036	5847	3298
WDR61	7081	10194	18171
CRABP1	2231	1938	2646
IREB2	7523	10115	8646
HYKK	2198	2002	2188
PSMA4	2006	2971	3217
CHRNA5	997	940	1847
CHRNA3	1996	4118	5685
CHRNB4	4326	5015	5763
ADAMTS7	767	530	532
MORF4L1	1101	1935	1836
CTSH	1188	1877	501
RASGRF1	4401	4015	3527
ANKRD34C	1711	2835	1907
TMED3	2475	1878	3332
KIAA1024	390	1094	1359
MTHFS	3863	7295	6209
ST20-MTHFS	3797	1148	1854
ST20	1118	362	441
BCL2A1	2949	584	2698
ZFAND6	6674	4790	6840
FAH	772	952	548
LINC01314	6568	2991	2051
ARNT2	1205	1162	1408
ABHD17C	868	972	915
CEMIP	132	46	60
MESDC2	2302	5523	1882
MESDC1	1110	342	893
CFAP161	10742	9042	7978
IL16	248	916	830
STARD5	10097	13573	16740
TMC3	26	155	80
MEX3B	4860	3616	4964
EFL1	3180	3696	3358
SAXO2	824	2287	1859
GOLGA6L10	2612	5829	5568
GOLGA6L9	1354	1895	1410
RPS17	3800	2243	1434
RP11-152F13.10	511	1085	1254
CPEB1	4558	3716	4689
AP3B2	1238	2377	3106
FSD2	580	634	778
WHAMM	1910	1365	1781
HOMER2	181	239	429
FAM103A1	257	280	155
C15orf40	3471	3462	3486
BTBD1	1197	1926	1195
TM6SF1	2017	2916	2323
RP11-382A20.3	2121	941	1423
BNC1	7238	8031	3375
SH3GL3	672	460	155
ADAMTSL3	421	1622	1587
UBE2Q2L	73	72	59
GOLGA6L4	1010	1201	3034
ZSCAN2	285	190	238
WDR73	4838	5926	3832
NMB	421	419	165
SEC11A	2260	1974	1707
ZNF592	1614	735	1482
ALPK3	2684	5155	3729
SLC28A1	131	249	232
PDE8A	7818	7868	6599
AKAP13	2941	2554	1978
KLHL25	19262	12720	15083
AGBL1	1331	2040	1126
NTRK3	418	643	1079
MRPL46	1511	2471	3239
MRPS11	4820	1141	1277
DET1	1911	4500	2858
AEN	14	5	5
ISG20	2044	1723	1649
ACAN	5377	4013	7527
HAPLN3	1479	1327	1379
MFGE8	3535	3101	5367
ABHD2	19752	20040	14392
RLBP1	8199	6582	6908
FANCI	106	418	245
POLG	263	141	202
RHCG	9280	12102	10604
TICRR	1673	1762	738
KIF7	440	578	458
PLIN1	3893	722	6799
PEX11A	2836	3502	3569
WDR93	625	685	926
MESP1	11641	8686	8285
MESP2	8103	2655	8783
ANPEP	2915	1272	1515
AP3S2	495	877	761
C15orf38-AP3S2	1163	3594	1081
ARPIN	141	201	179
ZNF710	11116	19742	14059
IDH2	566	1179	746
SEMA4B	17238	11800	12572
CIB1	549	379	643
GDPGP1	6601	8243	6669
RP11-697E2.6	2810	1790	2504
NGRN	1226	2080	986
RP11-697E2.12	401	831	1545
ZNF774	4364	4861	1974
IQGAP1	3322	4147	3444
CRTC3	3310	3981	2163
BLM	8294	8218	7712
FURIN	602	243	140
FES	7407	9646	5171
MAN2A2	5900	13375	10334
HDDC3	1194	1642	2366
UNC45A	790	1524	1084
RCCD1	1845	2024	1702
PRC1	992	660	537
VPS33B	7022	6923	8216
SV2B	1216	2471	1703
SLCO3A1	3811	4493	5832
ST8SIA2	1575	1346	1419
FAM174B	274	769	1064
RP11-437B10.1	6717	12677	4509
CHD2	4013	840	2069
RGMA	705	649	1226
MCTP2	1496	634	553
NR2F2	3616	1603	4430
SPATA8	3478	1488	3263
ARRDC4	2619	2988	1869
FAM169B	5357	6979	6277
IGF1R	3384	4618	6496
PGPEP1L	4836	1753	4104
SYNM	662	901	624
TTC23	577	795	665
LRRC28	3425	2029	4133
AC022819.1	463	297	331
MEF2A	874	1566	714
LYSMD4	2418	3950	4598
ADAMTS17	3701	2889	1687
CERS3	196	148	195
LINS1	1248	2357	833
ASB7	1700	1784	2073
AC087762.1	3634	4871	4384
ALDH1A3	1360	1215	1840
LRRK1	2420	2850	1688
CHSY1	2346	1027	3891
VIMP	439	440	419
SNRPA1	2224	3081	1842
PCSK6	6605	9574	9598
TM2D3	6792	5656	6251
TARSL2	413	384	559
OR4F6	3412	2832	2017
OR4F15	1157	1644	986
OR4F4	988	1260	2533
POLR3K	1548	1132	680
SNRNP25	143	295	164
RHBDF1	4697	3116	2790
MPG	6479	4031	2121
NPRL3	6365	5195	5360
HBZ	587	1029	665
HBM	3351	1608	1974
HBA2	1707	1828	1523
HBA1	2901	5095	4151
HBQ1	134	171	110
LUC7L	1949	1200	2766
FAM234A	10415	4631	4009
AC004754.3	2350	1567	1717
RGS11	1050	808	4224
ARHGDIG	2287	7712	6026
PDIA2	5509	3355	5432
AXIN1	2299	3707	4353
MRPL28	551	187	930
TMEM8A	298	735	547
NME4	662	301	911
DECR2	638	297	460
RAB11FIP3	77	43	52
CAPN15	3168	2669	2392
PRR35	3104	2551	1743
PIGQ	4229	2174	3431
NHLRC4	4345	6939	2857
RAB40C	2342	2501	3519
WFIKKN1	531	791	497
C16orf13	1970	1220	1800
MCRIP2	4097	3670	3424
WDR90	899	2030	1678
RHOT2	3564	4234	3402
RHBDL1	4487	6389	3162
STUB1	2341	5822	3288
JMJD8	3212	6966	6315
WDR24	738	381	489
FBXL16	416	537	382
METRN	6251	5470	3862
FAM173A	219	285	146
CCDC78	2131	250	1541
HAGHL	4209	1726	3306
NARFL	1201	946	2947
MSLN	830	905	368
MSLNL	1655	4668	3707
RPUSD1	74	116	227
CHTF18	8864	4690	3627
GNG13	2108	3170	4037
PRR25	690	1350	423
LMF1	4188	8964	7878
SOX8	5494	2919	3922
SSTR5	2841	3377	2520
C1QTNF8	3082	2332	4316
CACNA1H	15024	7270	9200
TPSG1	1245	1842	937
TPSB2	3869	6125	3630
TPSAB1	2806	1120	810
TPSD1	3038	3595	5640
UBE2I	680	764	555
BAIAP3	611	307	578
TSR3	376	191	506
GNPTG	7289	15523	19356
UNKL	4288	1333	1655
C16orf91	486	1400	1147
CCDC154	1717	2089	1644
CLCN7	18106	11800	27464
PTX4	4745	3535	4100
TELO2	3035	1887	4220
IFT140	1068	1618	2996
TMEM204	2008	4271	6992
CRAMP1	79	18	16
LA16c-431H6.6	564	355	948
HN1L	22144	18847	10149
MAPK8IP3	1713	4782	5043
NME3	1983	2169	2856
MRPS34	78	130	78
EME2	928	1347	2036
SPSB3	630	173	378
NUBP2	609	531	492
IGFALS	13114	3401	5674
HAGH	1904	1500	1365
FAHD1	1645	2346	3173
MEIOB	425	950	480
HS3ST6	565	447	429
MSRB1	742	1356	1426
RPL3L	4661	11165	4269
NDUFB10	812	942	672
RPS2	484	750	366
RNF151	723	1016	797
TBL3	1336	1850	1025
NOXO1	3872	6773	10720
GFER	1710	1736	2961
SYNGR3	12	18	41
ZNF598	2480	2985	2156
NPW	7603	5402	4602
SLC9A3R2	7800	4646	3436
NTHL1	3527	5463	4248
TSC2	182	299	395
PKD1	880	1337	1305
RAB26	541	412	456
TRAF7	106	101	122
CASKIN1	1067	342	292
MLST8	1138	2229	1772
BRICD5	7674	8523	5163
PGP	3465	2187	1787
E4F1	13	42	28
DNASE1L2	7794	9486	9893
ECI1	2768	5310	2643
RNPS1	6520	4090	4467
AC009065.1	3850	2629	3789
ABCA3	126	67	42
CCNF	7051	3011	5757
C16orf59	3235	4475	4516
NTN3	110	150	52
TBC1D24	1782	4455	2036
RP11-20I23.1	1226	3232	4653
ATP6V0C	109	165	98
RP11-20I23.3	11865	11101	14101
AMDHD2	4292	4777	5032
CEMP1	1583	714	4389
PDPK1	4656	6873	11265
KCTD5	3183	4363	4228
PRSS27	2762	3852	2770
SRRM2	1937	2412	983
TCEB2	854	775	1867
PRSS33	68	25	127
PRSS21	1247	2759	799
ZG16B	1064	882	1046
PRSS22	3218	7065	11937
FLYWCH2	4056	8353	8457
FLYWCH1	10359	6411	8095
KREMEN2	1110	1188	759
PKMYT1	1857	1312	1456
PAQR4	567	1412	2544
LA16c-380H5.3	945	1142	1718
CLDN9	474	557	570
CLDN6	880	1234	617
TNFRSF12A	2551	2077	2498
HCFC1R1	1375	1332	763
THOC6	3070	4402	8700
BICDL2	1032	2241	1779
MMP25	904	1183	797
IL32	936	803	1122
ZSCAN10	4312	4769	4985
ZNF205	282	454	387
ZNF213	2748	7357	3105
OR1F1	1162	628	1759
ZNF200	4633	3953	1710
MEFV	1970	1434	2123
ZNF263	4076	5784	4654
TIGD7	287	332	679
ZNF75A	1275	2040	1807
OR2C1	834	603	776
LA16c-306E5.2	23	49	69
MTRNR2L4	1610	2407	523
ZSCAN32	66	37	33
ZNF174	2007	560	939
ZNF597	1047	724	799
NAA60	6081	1200	2503
C16orf90	13787	6663	11568
CLUAP1	305	1694	950
NLRC3	292	513	194
SLX4	1044	1694	802
DNASE1	5067	5176	7766
TRAP1	888	808	776
CREBBP	4221	3463	3790
ADCY9	953	1416	1224
SRL	246	114	233
TFAP4	3	7	7
GLIS2	4494	6275	6238
PAM16	1198	1321	1518
CORO7-PAM16	6169	10051	4522
CORO7	405	552	833
VASN	2168	10526	6890
DNAJA3	1268	977	2344
NMRAL1	6988	4807	15270
HMOX2	4090	2862	2235
CDIP1	2963	3448	9067
C16orf96	1014	1691	1749
UBALD1	793	221	594
MGRN1	5035	2839	6956
NUDT16L1	1100	2211	1746
ANKS3	1638	358	763
C16orf71	687	768	1165
ZNF500	278	188	230
SEPT12	5299	3883	3727
SMIM22	15432	4354	7518
ROGDI	2883	1917	2319
GLYR1	3344	3134	2972
UBN1	575	420	925
PPL	6225	4950	10186
SEC14L5	545	408	799
NAGPA	481	793	826
ALG1	1065	834	1553
C16orf89	3227	4847	2575
EEF2KMT	4588	6557	4168
RBFOX1	2087	1463	966
TMEM114	5673	4603	3789
METTL22	1994	8805	2189
ABAT	4920	3010	1166
TMEM186	937	1451	1694
PMM2	1046	2498	1541
CARHSP1	429	887	395
RP11-77H9.1	2092	4457	3440
USP7	3680	2411	4646
C16orf72	699	324	808
GRIN2A	1985	2993	1854
ATF7IP2	1020	489	328
EMP2	1802	2291	547
TEKT5	4554	18432	5243
NUBP1	4818	10236	3338
TVP23A	1421	677	645
CIITA	868	796	1803
DEXI	2610	2454	2883
CLEC16A	2446	1616	1664
RMI2	8433	3423	2257
SOCS1	5058	4906	5242
TNP2	5736	7535	5888
PRM3	596	906	245
PRM2	2704	2388	1085
PRM1	2168	5743	4009
AC009121.1	15463	21845	8505
CTD-3088G3.8	6444	3908	5334
LITAF	1742	1340	2897
SNN	6979	4300	10994
TXNDC11	14977	9788	10910
ZC3H7A	1124	842	1406
RSL1D1	7235	3640	1355
GSPT1	256	220	278
RP11-166B2.1	695	1766	1250
TNFRSF17	1588	1486	1206
SNX29	979	1473	1456
CPPED1	548	902	325
SHISA9	340	482	184
ERCC4	471	451	389
MKL2	774	293	727
PARN	319	428	535
BFAR	3392	3929	1983
PLA2G10	13054	11017	10241
NPIPA3	964	699	965
NPIPA2	443	187	141
NOMO1	120	96	29
NPIPA1	7269	4341	7071
PDXDC1	6524	4373	5784
NTAN1	54	64	65
RRN3	170	137	77
NPIPA5	2259	1868	4548
MPV17L	5304	3901	5267
RP11-1021N1.1	3693	3839	2778
C16orf45	1445	1457	5329
KIAA0430	1219	880	1233
NDE1	3435	7107	3069
MYH11	1331	2270	1279
FOPNL	3254	2853	2989
ABCC1	324	472	1190
ABCC6	499	1451	2039
NOMO3	1970	2524	1089
AC138969.4	5845	4020	2886
NPIPA7	6029	8811	11192
XYLT1	1193	1159	1224
NPIPA8	2193	1377	956
RP11-1212A22.4	430	664	471
NOMO2	56	57	65
RPS15A	126	161	193
RP11-1035H13.3	1213	1287	959
ARL6IP1	6893	9125	9816
SMG1	1170	1400	3555
TMC7	1442	1622	1881
COQ7	2308	2639	2081
ITPRIPL2	6626	10914	14045
CTD-2349B8.1	3441	4603	2772
SYT17	395	581	516
CLEC19A	1364	869	1357
TMC5	859	480	523
GDE1	3172	1056	3418
CCP110	6042	4125	7517
C16orf62	5390	5078	4586
KNOP1	2525	2548	3290
IQCK	3345	3859	4222
GPRC5B	52	80	101
GPR139	5122	2950	3592
GP2	1880	3777	4167
UMOD	8598	1926	4518
PDILT	3327	4735	3097
ACSM5	4313	4273	6020
ACSM2A	556	432	869
ACSM2B	330	637	581
ACSM3	1111	2865	4249
ACSM1	3278	3936	4585
THUMPD1	269	296	544
ERI2	951	670	522
AC004381.6	148	287	101
DCUN1D3	6871	5698	4666
LYRM1	1937	1017	1343
DNAH3	3378	2984	2293
TMEM159	1780	1151	1190
ZP2	4230	2543	2365
ANKS4B	6770	3295	4883
CRYM	1451	1620	843
NPIPB3	6921	6049	6771
METTL9	3984	6798	2539
IGSF6	854	380	1040
OTOA	2387	2011	1962
NPIPB4	1940	1325	704
UQCRC2	3395	2666	3934
PDZD9	1181	2809	999
C16orf52	6950	3877	6171
VWA3A	2169	1573	506
SDR42E2	3223	1371	3069
EEF2K	1373	1973	2699
POLR3E	2637	4159	2785
CDR2	1672	2253	3140
NPIPB5	472	78	570
HS3ST2	473	1215	867
USP31	755	5229	2011
SCNN1G	430	208	475
SCNN1B	1695	2162	2499
COG7	771	357	588
GGA2	43	101	91
EARS2	11230	12029	13568
UBFD1	1127	1881	1426
NDUFAB1	212	252	109
PALB2	139	119	199
DCTN5	9774	3360	4098
PLK1	5459	12626	9373
ERN2	3666	4401	2235
CHP2	2195	2582	2804
PRKCB	1059	1340	1049
CACNG3	3001	3164	2073
RBBP6	1811	1146	1398
TNRC6A	1866	1058	2209
SLC5A11	1244	403	722
ARHGAP17	3380	1684	4454
LCMT1	2605	1218	2592
AQP8	32	16	29
ZKSCAN2	770	1401	1130
HS3ST4	1883	2651	2716
C16orf82	616	646	225
KDM8	151	1030	335
NSMCE1	303	178	224
IL4R	2662	3193	2899
IL21R	1953	7379	4570
GTF3C1	172	147	368
KIAA0556	4314	7560	16002
GSG1L	395	779	671
XPO6	11071	5736	4710
SBK1	296	477	405
NPIPB6	3694	2221	2567
EIF3CL	149	303	424
RP11-435I10.4	2850	2721	2534
NPIPB7	2538	4847	3488
CLN3	670	1185	508
APOBR	1758	1943	2772
IL27	1718	2272	1331
NUPR1	11272	8795	11865
SGF29	4387	4430	1966
SULT1A2	1844	2763	2121
SULT1A1	358	570	667
NPIPB8	3155	4440	3190
EIF3C	3024	3489	1543
NPIPB9	4474	4032	4150
ATXN2L	5846	3440	4870
TUFM	3499	2695	2467
SH2B1	1300	2829	3190
ATP2A1	1666	947	581
RABEP2	66	35	56
CD19	1607	1559	1469
NFATC2IP	2122	2097	4419
SPNS1	2759	5848	5429
LAT	3481	1814	8538
NPIPB11	3761	3507	4795
BOLA2	282	339	284
RP11-345J4.5	391	194	358
SLX1B	7213	14517	3826
SULT1A4	2280	1516	1316
RP11-345J4.3	8924	5063	8079
RP11-231C14.4	7122	4421	4857
SPN	1917	1892	1539
AC009133.22	450	381	549
QPRT	862	452	1165
C16orf54	3152	1875	3488
ZG16	5589	5021	4169
KIF22	140	106	114
MAZ	3107	3312	5259
PRRT2	1688	1993	1823
AC009133.23	341	209	172
PAGR1	213	278	316
CTD-2574D22.6	1346	443	2950
MVP	3204	8373	5312
CDIPT	287	420	589
SEZ6L2	3779	2469	5579
ASPHD1	907	1004	552
KCTD13	4133	3245	4411
TMEM219	1179	1846	2075
TAOK2	18951	14269	7425
HIRIP3	159	248	129
INO80E	12683	8370	11168
DOC2A	187	160	160
C16orf92	998	1397	518
FAM57B	1415	1885	829
ALDOA	886	1793	3315
PPP4C	9906	12447	8952
TBX6	4752	7415	8180
YPEL3	4371	2103	2915
GDPD3	855	688	601
MAPK3	1515	3541	2308
CORO1A	358	1002	488
BOLA2B	1736	1520	2067
SLX1A	2421	1761	753
SULT1A3	1906	2917	6164
RP11-347C12.3	4240	3112	1380
RP11-347C12.1	3541	3377	1826
CD2BP2	2383	814	1876
TBC1D10B	1899	1560	1536
MYLPF	9650	7024	8299
ZNF48	680	2710	854
SEPT1	1855	4328	2055
ZNF771	5100	2635	5841
DCTPP1	209	758	1001
SEPHS2	1094	1588	922
ITGAL	351	113	302
ZNF768	6982	6556	7886
AC002310.11	6549	7897	5846
ZNF747	502	602	702
AC002310.13	1838	3095	1332
ZNF764	338	585	444
ZNF688	129	139	225
ZNF785	182	361	386
ZNF689	10038	7564	5445
PRR14	2266	1506	1330
FBRS	7057	12158	3897
SRCAP	33	14	13
RP11-2C24.9	1751	2909	3088
TMEM265	1387	1203	877
PHKG2	874	1005	1195
CCDC189	2926	2035	1833
RNF40	2249	2268	872
ZNF629	2297	2450	2373
BCL7C	3694	1641	3717
CTF1	9066	3850	3560
FBXL19	1069	1527	322
ORAI3	41	53	19
SETD1A	2051	4943	1956
HSD3B7	760	956	2627
STX1B	3097	2750	5248
STX4	539	845	1730
ZNF668	3680	2222	1693
ZNF646	34834	10978	13741
PRSS53	3654	7313	6951
RP11-196G11.1	1296	1223	839
VKORC1	6899	5334	11296
BCKDK	3001	2545	4372
KAT8	327	296	228
PRSS8	7025	3338	6683
PRSS36	263	127	195
FUS	1113	973	1401
PYCARD	5221	11821	12974
TRIM72	84	131	140
PYDC1	8168	14107	8604
ITGAM	1450	733	1160
ITGAX	1105	1394	785
ITGAD	5402	10201	7347
COX6A2	2623	1447	1365
ZNF843	5019	4816	4982
ARMC5	1385	1388	663
TGFB1I1	2212	2790	1565
SLC5A2	1213	1308	570
C16orf58	3205	3308	2435
AHSP	981	2468	1758
ZNF720	1661	2847	1691
ZNF267	7108	7104	13303
TP53TG3D	65	110	236
TP53TG3	250	317	339
TP53TG3C	2896	1944	3550
TP53TG3E	1749	618	1831
TP53TG3B	48	77	62
TP53TG3F	1734	1895	3228
RP11-812E19.9	3640	4560	5238
SHCBP1	3665	2651	1500
VPS35	1444	1323	784
ORC6	1575	2089	1749
MYLK3	638	889	307
C16orf87	988	615	1164
GPT2	9072	7302	6537
DNAJA2	3821	4551	4146
NETO2	8599	7168	6914
ITFG1	5849	4212	5861
PHKB	1777	1109	2890
ABCC12	1096	1016	830
ABCC11	3888	6977	4567
LONP2	1021	4093	3137
SIAH1	9	18	6
N4BP1	950	961	1082
CBLN1	1283	911	884
C16orf78	539	292	821
ZNF423	2149	1480	1124
CNEP1R1	1208	2325	2151
HEATR3	5339	2349	2135
PAPD5	10	9	13
ADCY7	250	43	286
BRD7	1073	726	1034
NKD1	4494	5754	1927
SNX20	6051	2449	1985
NOD2	1181	573	720
CYLD	10554	21552	13148
SALL1	545	334	345
TOX3	3040	5897	7075
RP11-467J12.4	311	480	581
CHD9	2352	1925	1359
AC007906.1	1934	2461	1911
RBL2	2713	1807	2688
AKTIP	2491	3165	3412
RPGRIP1L	611	1743	465
FTO	4957	12539	8829
IRX3	6549	8315	5003
IRX5	530	700	841
IRX6	2129	1611	2188
MMP2	419	470	840
LPCAT2	12150	14782	14400
CAPNS2	1618	1474	888
SLC6A2	532	1002	539
CES1	72	35	95
CES5A	13881	6413	11228
GNAO1	305	525	283
AMFR	735	1150	449
NUDT21	7603	3559	10537
OGFOD1	500	870	691
BBS2	4958	4539	2961
MT4	61	243	81
MT3	2698	1010	1589
MT2A	76	37	57
MT1E	12474	5804	14118
MT1M	1077	1097	635
MT1A	3607	4492	3098
MT1B	2994	4173	2838
MT1F	6620	3854	5942
MT1G	4346	1975	5433
MT1H	5578	3448	5772
RP11-249C24.12	3836	3802	1970
MT1X	4751	4213	4919
NUP93	4967	10503	3840
SLC12A3	1807	1819	2526
HERPUD1	2332	1610	1746
CETP	396	178	425
NLRC5	1007	2120	2890
CPNE2	2590	2197	2249
FAM192A	4810	4587	3554
RSPRY1	10702	10473	8277
ARL2BP	6429	5626	16469
PLLP	137	92	208
CCL22	1202	755	938
CX3CL1	6173	3887	3903
CCL17	1163	1042	495
CIAPIN1	15384	19239	3718
COQ9	713	447	513
POLR2C	8963	2963	2109
DOK4	6473	8098	4902
CCDC102A	14	22	4
ADGRG5	3142	4694	4207
ADGRG1	1342	1381	1634
ADGRG3	43	32	79
DRC7	4376	4629	2161
KATNB1	8243	7311	11718
KIFC3	40049	10417	38331
CNGB1	279	609	118
TEPP	3232	3319	4621
ZNF319	5326	4796	5711
USB1	72	46	48
MMP15	1240	786	925
CFAP20	7811	9124	4704
CSNK2A2	723	476	774
CCDC113	759	408	619
PRSS54	700	337	956
GINS3	8180	4494	7431
NDRG4	199	175	291
SETD6	3988	3660	1999
CNOT1	1275	2215	908
AC010287.1	592	733	502
SLC38A7	9893	30595	14408
GOT2	1328	1153	537
RP11-457D20.2	1556	1841	3340
CDH8	1360	3218	2777
CDH11	5736	2627	6905
CDH5	12220	14283	6639
BEAN1	1305	1859	3030
RP11-403P17.5	1209	1238	2102
TK2	8213	7809	5125
CKLF	2986	3844	2201
CKLF-CMTM1	2245	930	4681
CMTM1	5084	3504	6472
CMTM2	609	225	551
CMTM3	5559	2765	4457
CMTM4	604	415	586
DYNC1LI2	2131	1763	1837
TERB1	8925	6247	4225
NAE1	126	40	166
CA7	8146	5785	6723
PDP2	1933	3194	4318
CDH16	11442	13855	23437
RRAD	4365	8124	5918
FAM96B	20221	12508	5530
CES2	3373	5084	3933
CES3	2838	1597	1905
CES4A	2144	2601	2175
CBFB	7482	2603	2045
C16orf70	2594	1995	1201
B3GNT9	2701	3729	2741
TRADD	1172	3502	5013
FBXL8	323	653	634
RP11-5A19.5	10407	11991	5375
HSF4	160	335	195
NOL3	618	1698	2365
KIAA0895L	1443	1148	565
EXOC3L1	157	97	191
E2F4	1381	683	1650
ELMO3	1696	1893	1078
LRRC29	1022	940	1236
TMEM208	164	76	153
FHOD1	6637	10755	9504
SLC9A5	2075	1700	2247
PLEKHG4	6584	5347	7187
KCTD19	2300	2507	3067
LRRC36	886	1134	1021
TPPP3	6024	1897	4621
ZDHHC1	4304	4294	2680
HSD11B2	1135	894	1066
ATP6V0D1	2808	2085	3337
AGRP	7701	6330	6080
FAM65A	9557	11763	6373
AC027682.1	10819	7820	6125
CTCF	2605	4413	3550
CARMIL2	1215	727	487
ACD	2502	1473	2833
PARD6A	1320	815	1399
ENKD1	1818	2930	1964
C16orf86	1733	2358	1871
GFOD2	2670	1963	2632
RANBP10	182	552	597
TSNAXIP1	718	1295	1159
CENPT	3849	3462	1742
THAP11	2564	3045	1050
NUTF2	939	772	847
EDC4	748	939	1222
NRN1L	998	696	631
PSKH1	18648	8687	18519
CTRL	202	861	853
CTC-479C5.12	4604	7197	5452
PSMB10	647	896	2035
LCAT	3481	3594	3885
SLC12A4	455	423	825
DPEP3	1396	4020	1594
DPEP2	57	116	65
DUS2	2185	1038	1427
CTC-479C5.6	6393	4659	2343
DDX28	2983	2405	2746
NFATC3	1053	1436	1606
ESRP2	5719	1869	1131
PLA2G15	4209	6143	8654
SLC7A6	1887	2629	5460
SLC7A6OS	3010	2387	3424
PRMT7	1003	1081	731
SMPD3	913	816	461
ZFP90	41	47	65
CDH3	7176	11993	16270
CDH1	538	530	354
TANGO6	684	916	560
HAS3	1969	2153	1842
CHTF8	2450	1055	1807
UTP4	1627	2502	2948
SNTB2	21	6	42
RP11-343C2.11	3294	15496	17973
VPS4A	6864	4182	5759
COG8	5974	5151	4277
PDF	761	866	721
RP11-343C2.9	2318	3455	4357
RP11-343C2.7	1033	521	1137
NIP7	1755	2952	2558
TMED6	3840	4017	6299
TERF2	6812	8982	6637
CYB5B	163	82	211
NFAT5	5396	4862	9358
NQO1	1816	1254	1479
NOB1	165	391	155
WWP2	6102	5376	5317
CLEC18A	16446	12283	9466
AC009022.1	850	1671	2097
PDPR	5122	9305	7134
CLEC18C	2676	2664	2287
AC009060.1	3983	1875	2726
AC009060.2	2911	10095	7109
EXOSC6	8093	2302	10718
AARS	648	649	372
DDX19B	3103	3178	4867
RP11-529K1.3	25	30	39
DDX19A	2926	2167	2196
ST3GAL2	1882	1943	5248
FUK	54	90	45
COG4	1098	623	351
SF3B3	186	590	331
IL34	1039	2598	1593
MTSS1L	303	290	779
VAC14	126	222	168
HYDIN	1378	1654	1831
CMTR2	290	361	849
CALB2	1796	1900	2518
ZNF23	1565	2617	2094
AC010547.9	3174	651	4284
ZNF19	91	98	118
CHST4	9464	6903	8276
TAT	4469	2624	5078
MARVELD3	2296	1024	2943
PHLPP2	4426	1744	5131
AP1G1	7	20	14
ATXN1L	491	244	498
IST1	3468	4302	2354
ZNF821	11508	7341	5967
PKD1L3	12653	2522	5099
DHODH	1993	2005	2086
TXNL4B	7005	3591	4792
HP	1485	834	1679
HPR	552	1203	1207
DHX38	3036	3332	4265
PMFBP1	1017	775	892
AC004158.1	3476	2870	3805
ZFHX3	1392	936	1568
PSMD7	1898	2659	2298
NPIPB15	2548	4006	2035
CLEC18B	15945	15515	16674
GLG1	4773	6900	8173
RFWD3	1950	2278	1635
MLKL	132	193	276
FA2H	696	853	1526
WDR59	2305	1383	2225
ZNRF1	5493	2659	3350
LDHD	2	5	0
ZFP1	1500	1196	1340
CTRB2	1562	3734	3342
CTRB1	5091	3707	6491
BCAR1	8774	21343	27803
CFDP1	1380	1041	2803
RP11-77K12.1	361	171	312
TMEM170A	10518	10324	13726
CHST6	715	1111	1514
