"logFC" "logCPM" "PValue" "FDR"
"ARR3" 0.114309247151875 4.50010418465381 0.81440416600549 0.959884568010482
"KIFC3" -0.11616333305149 8.26580666661711 0.814434711932807 0.959884568010482
"WNT2B" -0.111110753840783 5.75901908431189 0.814551309875047 0.959884568010482
"IRF2BP2" -0.110104815587488 6.7058975936503 0.814570672634683 0.959884568010482
"RASGRP1" 0.109327342598467 6.31334439163397 0.814613552182684 0.959884568010482
"C8orf88" -0.110743912128082 5.57632103750459 0.814659536926693 0.959884568010482
"ZNF182" 0.174825322330518 -1.50411866922358 0.814674102762394 0.959884568010482
"OR2W3" -0.110303032303089 5.34926296897563 0.814760535354256 0.959884568010482
"WDR73" -0.112288622559351 6.7018854597454 0.814781885815772 0.959884568010482
"GCSAML" 0.115742600371964 4.66821508879228 0.814796075808331 0.959884568010482
"FRMPD1" -0.112459654747271 5.22646514018104 0.814830871871111 0.959884568010482
"OLA1" 0.112342248517307 3.52290744186693 0.814926772006908 0.959941086155271
"RTL1" 0.110212216858069 5.5486248390805 0.815047466091561 0.959974443759011
"EFR3B" -0.110916235325548 4.65897382662366 0.815081723628526 0.959974443759011
"RAD51C" -0.116311438004475 1.05756380045755 0.815098863733876 0.959974443759011
"ECHS1" 0.112825423978913 3.3244449899325 0.815174002920762 0.959985152631402
"ZNF573" -0.110362445369223 6.70919892498921 0.815203806413067 0.959985152631402
"RP11-402G3.5" 0.111612538175026 4.33357289441871 0.815293184264835 0.960031956865245
"ISG20L2" -0.110714897174281 4.11671568436636 0.815339406429612 0.960031956865245
"KRTAP16-1" -0.110298299498805 4.34544006396609 0.815666460288856 0.960124868910599
"KIAA1024L" 0.109914741937971 6.11955615050555 0.81568451813206 0.960124868910599
"SMCHD1" 0.114682334107202 5.06966848985495 0.815703164567216 0.960124868910599
"CALCR" -0.110007312773748 4.84381837689561 0.815759533899721 0.960124868910599
"BPIFC" -0.109621351253899 4.90655024418408 0.81580394844384 0.960124868910599
"RGPD2" -0.110830200617874 6.0756403207652 0.815816668070085 0.960124868910599
"TMIE" -0.114221021144159 5.84457467727239 0.815838151397562 0.960124868910599
"AP3S1" 0.114553135581211 2.00119798093736 0.815873580868583 0.960124868910599
"PLEC" 0.109844226137952 6.61570685623113 0.815917742045681 0.960124868910599
"MSS51" -0.113259725745217 6.45098808921083 0.815919855827056 0.960124868910599
"UBTF" 0.110175977686413 3.80261710931486 0.815945566545111 0.960124868910599
"DRGX" -0.115654339534378 1.18208518436358 0.816106279728401 0.960199685274582
"GREB1L" -0.108793311526804 5.67890816143951 0.816125910715933 0.960199685274582
"WDR45" -0.113887047498243 2.44109462965866 0.816152954994011 0.960199685274582
"DDX3Y" -0.11047412579819 3.89100296178144 0.816310077930748 0.960328135962343
"KLRC1" 0.108221622576032 6.34060043343097 0.816360324815416 0.960330847215034
"RSBN1" 0.109125447553139 4.87097170311658 0.81661261955092 0.960493740104236
"SLC35E2" 0.109593313637316 4.14792592746087 0.816651067256363 0.960493740104236
"AC011530.4" 0.108465134328087 6.42417786407854 0.816697925111086 0.960493740104236
"TBX1" 0.109426659981784 6.59553708984013 0.81672144741895 0.960493740104236
"TFDP1" 0.108167450334123 6.93822171058278 0.81681531258762 0.960493740104236
"POU4F2" 0.109595933187803 4.44128938102482 0.816878681914577 0.960493740104236
"HIST1H2BE" 0.107856662029556 5.39057313265519 0.816892126139971 0.960493740104236
"SLC9A6" 0.114068374974622 4.94011913562425 0.816929545771917 0.960493740104236
"CLK3" -0.10908190689873 4.97690588813434 0.816976400599092 0.960493740104236
"RABL6" -0.117746391347163 2.41311546474857 0.817050661857545 0.960493740104236
"TSACC" -0.114501393394684 6.65371463130946 0.817058660413743 0.960493740104236
"ANKRD53" -0.113172659319477 2.59014639977487 0.81713121849952 0.960493740104236
"NANOGP8" 0.108973634233176 3.79330437181167 0.817166654312005 0.960493740104236
"C12orf65" -0.113092394579984 1.9646490780698 0.817204474581102 0.960493740104236
"ST6GALNAC6" -0.111996819587539 1.9220601384435 0.81721805264822 0.960493740104236
"CIART" 0.113620916537026 2.84266805746154 0.817266841359207 0.96049472537352
"PRAMEF18" 0.109527703808869 3.92278483440981 0.817457051620451 0.960609057467559
"TBC1D5" 0.109755610595571 4.70182795097549 0.81748415877185 0.960609057467559
"MDM4" 0.109648502597398 3.95299515925325 0.817546109209311 0.960609057467559
"SLC7A3" 0.11594552079746 3.63944395482426 0.817555948864607 0.960609057467559
"B3GNT2" 0.125494093288767 -0.973217208953865 0.81762922347733 0.960621083463396
"ERP44" -0.108359663770397 6.68587150732843 0.817662097401573 0.960621083463396
"PUSL1" -0.107683767760756 5.41940829544288 0.817758526479889 0.960637040280811
"SLC15A3" 0.1088909671168 6.21038728850605 0.817771594571833 0.960637040280811
"ZNF212" -0.108907212602718 6.41636628264308 0.817867290321714 0.960693115137175
"CYP24A1" 0.110456362599461 4.79007568135263 0.818108082749186 0.960897030009168
"KLHL7" -0.121171988023961 0.2244278730081 0.818257540249162 0.960897030009168
"FUT2" 0.112710803244484 4.39238882090663 0.818257818381982 0.960897030009168
"C1orf56" 0.107441078297632 7.08254684758224 0.818264326332334 0.960897030009168
"ROS1" 0.108160204631777 6.12939684942858 0.818378253556768 0.960897030009168
"CITED1" 0.109215627662924 5.50338385695516 0.818467795925302 0.960897030009168
"APOC4-APOC2" 0.109088664277406 4.18703924683914 0.818472754948628 0.960897030009168
"AZGP1" 0.108590643134061 5.81639141743963 0.818504451737552 0.960897030009168
"SIK3" -0.107772345523167 6.60335380865743 0.81859649351292 0.960897030009168
"OR5H6" -0.113430043413863 1.31457442737811 0.818621032771042 0.960897030009168
"PTH2" 0.106987106592536 5.23168795994865 0.818633725493632 0.960897030009168
"CTPS1" -0.111712046767442 5.80301768337514 0.818664573436673 0.960897030009168
"GRB10" -0.114093611248768 2.01265924309824 0.818685592875713 0.960897030009168
"CXCL12" -0.108233497902253 4.7750444739356 0.818738670632787 0.960897030009168
"SNRPA" -0.111102207429377 5.81050987438407 0.818760446717412 0.960897030009168
"S100A9" 0.106631058712788 5.67532067004617 0.818815952867939 0.960905873331635
"ANKRD30B" 0.10697706553232 6.81507091298621 0.818983058578726 0.961045673485089
"TRAT1" 0.108549770321703 4.59336693770014 0.819259627045005 0.961162229995229
"ASB1" -0.106946652622687 5.59755427753481 0.819279371240051 0.961162229995229
"CCDC107" -0.10777292075095 5.66727604616021 0.819296088987129 0.961162229995229
"TMEM163" 0.108827490838528 3.23747329266121 0.819334568714455 0.961162229995229
"PCSK6" 0.109065563949945 6.63578368475162 0.819371315387302 0.961162229995229
"RHO" 0.109875596006328 3.62651509938315 0.819410111864904 0.961162229995229
"XK" 0.109687915862504 3.73627168889429 0.819418271760198 0.961162229995229
"HP" -0.107588397940022 4.31473996601862 0.819636761055096 0.961362218098994
"FGFR1OP" 0.115474482885371 0.705365545584474 0.819709050429744 0.96139071310722
"GPR18" -0.122739127048365 -0.0916565322615987 0.819792248229072 0.961431997908462
"TSPAN6" -0.124384374730701 0.141175793126991 0.820034408169871 0.961597233653975
"RUNDC3B" 0.107079468402997 5.02876176054302 0.820061251768879 0.961597233653975
"FAM19A2" -0.110747301630161 2.11496743538679 0.820077157531369 0.961597233653975
"PATL2" 0.116183223267642 1.26632875262102 0.820142832049127 0.961617950642476
"FHOD1" -0.10710887145173 7.09317155366542 0.820241876133036 0.96165440855464
"USP9X" 0.10805622835121 6.77135637322494 0.820292300511926 0.96165440855464
"PDCD11" 0.110289971114163 5.97391326798236 0.820373335088106 0.96165440855464
"PLEKHG3" -0.107174082832622 6.01356890788329 0.820425651647588 0.96165440855464
"DPP6" 0.107146992694403 6.76847547952919 0.820455534873024 0.96165440855464
"OR8H3" 0.107304876427666 5.6559310345248 0.820504154724039 0.96165440855464
"KLHL26" -0.111262621528331 3.05233289487165 0.820509984354618 0.96165440855464
"SNX9" 0.107112515950346 5.05992471798833 0.820680982348301 0.961747585044237
"SLC30A8" -0.11028111875892 4.78722382710881 0.820731570482515 0.961747585044237
"PAK6" 0.108667902678924 6.14466473245798 0.820733523975148 0.961747585044237
"PPP3CA" -0.105772228903631 6.52998028441266 0.820822054074561 0.961795060846302
"CLYBL" 0.108116049957902 6.56258748775619 0.82092830668494 0.961863296163197
"EVA1C" -0.108811357988031 2.86323030652127 0.82136053512507 0.962211613458841
"CPNE1" -0.112384969867244 3.89934994500743 0.821363083302861 0.962211613458841
"NCAN" 0.111313522135998 3.82544188837964 0.821369695897994 0.962211613458841
"ZNF121" -0.10801137105766 7.42349345815558 0.82155663107497 0.962374320296065
"FGFR1OP2" 0.104934473305429 5.40184796735202 0.821625346656961 0.962387627846831
"MFSD3" -0.105271712565046 5.07393117458923 0.821664081245894 0.962387627846831
"LRRC8C" -0.108129963948073 2.88857389720824 0.821807819952449 0.962444131060979
"GNL3" -0.106738500167279 6.20760623730182 0.821921026810061 0.962444131060979
"MLIP" 0.10556142218318 5.87734577052149 0.821976456751919 0.962444131060979
"LYZ" 0.106309660198977 4.55690131250298 0.821986776597936 0.962444131060979
"POLG2" -0.105472972538478 5.65524832625677 0.822011253566182 0.962444131060979
"ARHGEF39" 0.107137048555142 6.24147085110774 0.822014700027008 0.962444131060979
"RAX" -0.107795093528045 3.26847659833808 0.822048656498542 0.962444131060979
"GIMAP8" -0.106919282774253 4.67269962897938 0.822208218688314 0.962518791095654
"DNM2" 0.105721462026205 5.48544518266288 0.822208528502708 0.962518791095654
"FAM73A" -0.107664593803155 4.51945330084212 0.822432674685988 0.962724924417662
"DEDD2" -0.108366441557478 6.87689861536175 0.822522711578142 0.962774056893693
"CHCHD10" -0.10631357928347 3.54767143033658 0.822780262680982 0.963006620053499
"LYPD5" 0.106596666487095 6.8437557752516 0.822817547911519 0.963006620053499
"NKX6-2" -0.108133576921387 4.3441526958161 0.822934813347417 0.963087593255556
"PAX5" -0.105918943489333 6.13224967564712 0.823132593844548 0.963262778950759
"DUSP16" 0.113558366567755 1.92034871913671 0.823189111763567 0.963272642699849
"AC109829.2" -0.109029369619925 2.40422501052184 0.823431165418504 0.963493406316302
"TREM2" -0.107081787507838 4.5319236248375 0.82347397115147 0.963493406316302
"SRPRA" -0.110194863823452 3.76546095577316 0.823615024206435 0.963511866896972
"CDH9" -0.107018090389566 4.70571379553282 0.823668082071847 0.963511866896972
"TMEM63B" 0.109501697106189 5.62332143225725 0.823750112009356 0.963511866896972
"MAGEB1" -0.104299914084983 5.02354798532723 0.823771753524482 0.963511866896972
"SPRR2D" -0.108003202303113 7.06300039157793 0.823780067998616 0.963511866896972
"C6orf229" -0.10645150779149 5.49057919349733 0.823838769631138 0.963511866896972
"JMJD8" -0.107372327059176 6.36454914269093 0.823927258969735 0.963511866896972
"PCDHA12" 0.109746233134494 1.38763263040189 0.823969744853509 0.963511866896972
"RNASE13" 0.109374967598383 2.05146168300677 0.823984483686884 0.963511866896972
"TYW5" -0.109384487687443 4.53754817530819 0.824012004575008 0.963511866896972
"AC006486.9" -0.106559230311545 4.83717601872014 0.824018860357048 0.963511866896972
"RDH12" -0.112620244937376 0.935829688116839 0.824113831197667 0.963566667798299
"H2AFB3" 0.10570041214691 4.38466329529837 0.824325508018022 0.96370525310091
"SLC25A44" 0.106186538646509 6.60336858202418 0.824328581030952 0.96370525310091
"PRPF18" 0.106510384534434 2.59930154834644 0.824426033191531 0.963762933811471
"GRIN2C" -0.107203855395457 4.63973767264935 0.824539911718988 0.963807930286478
"NMUR1" -0.105122196846134 4.90959110732243 0.824575404654268 0.963807930286478
"ATP5C1" -0.107040774925134 3.57176360227188 0.82460887171133 0.963807930286478
"AIMP2" -0.103733676336319 5.07203551862752 0.824717468864847 0.96382479010889
"TCEB3B" 0.105722509869677 4.2760148257 0.824791733593708 0.96382479010889
"CRLS1" -0.105625319654068 5.91440798856832 0.824839012153903 0.96382479010889
"SETDB1" -0.106054617622401 3.51917220718498 0.824846429866943 0.96382479010889
"SRL" -0.108204988731734 1.11254008331007 0.824872835936119 0.96382479010889
"SUPT3H" -0.105765120060107 3.15152862431398 0.825028900682716 0.96382479010889
"LAMC3" -0.104699295127863 4.52967557894952 0.825034995427022 0.96382479010889
"SIAH2" 0.108007577400884 4.39868077768852 0.825063395246487 0.96382479010889
"TRAPPC6B" 0.107107660615286 4.47422391114342 0.825077747312796 0.96382479010889
"STH" -0.105052476987821 5.9080970855464 0.825141988885983 0.96382479010889
"KIF5C" 0.10401531341002 4.22902602971901 0.825213609413376 0.96382479010889
"OR5K3" -0.103618381963563 5.75302836670223 0.825224841573398 0.96382479010889
"SOX8" 0.103410766062097 5.33182531146341 0.82527010472194 0.96382479010889
"GPLD1" -0.106962754732186 2.93958974189564 0.825296929756262 0.96382479010889
"UBR4" 0.103247649845337 6.57499441203731 0.825356427542294 0.963838080808004
"DDX56" 0.103388271237086 5.65925789253641 0.825560877119247 0.963870413479773
"MYCBPAP" 0.103805774766486 5.36924782015527 0.825609761624588 0.963870413479773
"KRT10" -0.105892631046692 2.854936408738 0.825660765565551 0.963870413479773
"CAPZA3" -0.103517497771375 6.26071401902347 0.825737355171804 0.963870413479773
"NFIC" -0.10452562968307 4.02464674913376 0.825806793421552 0.963870413479773
"TLK1" -0.104524843859943 3.46180468295351 0.825811016642129 0.963870413479773
"DDX19A" -0.103667165497449 5.11465552170026 0.825838915107034 0.963870413479773
"BTG2" 0.104081620046742 4.87240313417603 0.825857637854886 0.963870413479773
"HDAC4" 0.104021933446597 6.98435290680736 0.825926284406148 0.963870413479773
"DHCR24" -0.104983368825273 6.85840967616786 0.825932489093269 0.963870413479773
"ZNF276" 0.102895290523077 5.23637163198003 0.825982955430245 0.963870413479773
"TAP1" -0.105152068235553 4.99563953325893 0.826015976825623 0.963870413479773
"LINC00959" -0.121552838166883 0.0841438214447979 0.826028534051661 0.963870413479773
"GID4" -0.104971951351851 7.24928673026159 0.826057779851593 0.963870413479773
"RP11-192I24.1" 0.105065208117428 4.92625600628587 0.826107739835173 0.963872561546968
"FGF7" -0.104577334002223 5.17332308602069 0.826243989990295 0.963975383743701
"ZNF727" 0.102784351446763 6.1897391059416 0.82632533762141 0.964011877684814
"MRPS17" -0.105647709848645 4.40757165927869 0.826413264930646 0.964011877684814
"PTGIR" -0.102792354310047 5.95996791345975 0.826423693873998 0.964011877684814
"RNF114" 0.105476742319388 3.97395243920829 0.826467773724792 0.964011877684814
"DPY19L4" -0.103393576762758 5.21661885206106 0.826725533935168 0.964214710265086
"PRRX2" -0.102876830241206 5.78761324466176 0.826806849244016 0.964214710265086
"CHTF18" 0.103229348131435 6.47577002697309 0.826875698108371 0.964214710265086
"ADNP2" -0.103364212819842 5.27208141271006 0.826895684635369 0.964214710265086
"PRAMEF2" -0.102815640371466 5.48391420880887 0.826899236625389 0.964214710265086
"PLA2G4D" 0.102353001602606 8.155629887912 0.826960501850201 0.964214710265086
"MPV17L" 0.103121373709115 6.34229354979168 0.826978619257859 0.964214710265086
"NQO1" -0.104256694206584 4.17869380241364 0.827114008241605 0.9642656036644
"CT45A1" 0.104576444756427 2.97403777139105 0.82721621447943 0.9642656036644
"NAT9" -0.102117156197945 6.58163430129674 0.82722426457526 0.9642656036644
"FAM151A" -0.10308317245505 4.8298818538742 0.827305566264558 0.9642656036644
"MESP2" 0.104226263270442 5.73164754670074 0.827387680716864 0.9642656036644
"PIM1" 0.105372211735272 6.5203707516083 0.827397751982746 0.9642656036644
"TP53I11" -0.107897730462323 6.54683275228567 0.827428668789556 0.9642656036644
"ARHGAP35" 0.107246080835133 3.47644696622392 0.827553533416272 0.9642656036644
"RRAGA" -0.103954416999035 6.14354973809355 0.827555533035907 0.9642656036644
"GDE1" -0.102271778204423 5.29769462945205 0.82761541812659 0.9642656036644
"MFGE8" -0.101813219886508 5.59952381911638 0.827783611038889 0.9642656036644
"PCDH7" -0.103919030386633 5.48631043061284 0.827804435590572 0.9642656036644
"OR6C75" 0.124329170579601 -0.894502900841411 0.827807253836625 0.9642656036644
"CCL15" -0.107099654523671 2.92884747999075 0.827810432460519 0.9642656036644
"SLC35B2" -0.105923362562382 2.40665847912188 0.827832666907023 0.9642656036644
"MEF2B" 0.1046474786361 3.2770693122696 0.82784876625018 0.9642656036644
"KREMEN2" 0.105889224618002 3.33996441650609 0.827862716456926 0.9642656036644
"KAT14" 0.104154985341424 5.71659911029099 0.827888765005259 0.9642656036644
"YWHAB" 0.102574933863291 4.95525536622761 0.827996225380063 0.964329727284445
"EMP2" -0.102832018208474 3.93924157583551 0.828084576194837 0.964329727284445
"PSD" 0.104634299415269 3.74043077248964 0.828103378507105 0.964329727284445
"STOML2" -0.103188010346285 3.61816377809973 0.828136387037443 0.964329727284445
"C11orf96" -0.105948478377964 5.63817067030344 0.828447155986883 0.964635527615721
"ZNF676" 0.105477370156148 4.97931545391809 0.828574691495152 0.964727949624471
"DDX50" -0.101648040146613 6.68771246842419 0.828707989497937 0.964803897977299
"KCNIP3" -0.105163684245162 4.8526416783522 0.828744814861121 0.964803897977299
"SLC12A5" -0.102247191095822 7.07883483132696 0.828784417777215 0.964803897977299
"ERVK3-1" -0.104643729296608 3.03793581706908 0.82905225198327 0.964990218165557
"PLIN5" -0.101408340159067 6.44573071582281 0.829095438971622 0.964990218165557
"C14orf132" -0.101898342406122 4.47790634606816 0.829137155735535 0.964990218165557
"KCTD6" -0.102159034993096 4.14026398557751 0.829142327680307 0.964990218165557
"SNUPN" -0.107682915747525 3.18633711988947 0.829221664195489 0.964990218165557
"ATCAY" -0.10317933103375 6.15975931002117 0.829273226892536 0.964990218165557
"LTBP1" 0.104760263995076 3.34119680094517 0.829362893105092 0.964990218165557
"SPI1" 0.103823705577365 5.81210750418374 0.829445577745987 0.964990218165557
"AKIRIN2" -0.101295327480759 4.99292476091971 0.829522922886813 0.964990218165557
"MAP2" -0.101403889375632 7.04266194750899 0.829589791925693 0.964990218165557
"HIRA" 0.101174622178948 5.60075071827059 0.829591663316748 0.964990218165557
"FAM114A1" 0.101871453528037 5.31305991980478 0.829606652518835 0.964990218165557
"AR" -0.103027194500956 3.78518167642823 0.829727474121115 0.964990218165557
"VASP" -0.185905199637206 -2.75522547208202 0.829792030441522 0.964990218165557
"NBPF11" 0.103004391973587 4.81534705177409 0.829840587894944 0.964990218165557
"C3orf58" -0.101990544662225 6.9932072694113 0.829846976843575 0.964990218165557
"MAP1A" -0.105621503352814 3.65617670927103 0.829852820054672 0.964990218165557
"STK31" 0.102266836648644 6.30620799372118 0.82989908418453 0.964990218165557
"GPATCH8" -0.103764166845522 2.84256484931931 0.829958979780578 0.964990218165557
"MYZAP" -0.100891891305151 5.99045033172131 0.829960029910003 0.964990218165557
"RP11-136C24.3" 0.102438400337857 2.35617210155419 0.829967138365234 0.964990218165557
"ZNF628" -0.103273534060069 4.64955487863128 0.83000431674776 0.964990218165557
"TNPO1" 0.10261309224123 6.4838747945761 0.830064966124099 0.965004720628661
"FABP4" -0.101860661038746 4.71815912002916 0.830136571702223 0.965031957969196
"SLC39A11" 0.102460720835563 5.22908504571716 0.830200883678096 0.965050713843775
"MMGT1" -0.101611820092218 6.13960935949496 0.830451696849899 0.965172496972314
"GOLT1B" -0.102830330034785 4.23302070812269 0.830484492127009 0.965172496972314
"NMRK2" -0.106717183151495 6.88936545926968 0.830541064440084 0.965172496972314
"BMP8A" 0.10682060578586 4.77300205004747 0.830567261309091 0.965172496972314
"YPEL2" 0.104708069600019 1.8942591023539 0.830621598097973 0.965172496972314
"PCID2" 0.1020398789776 3.4591889520413 0.830652781621273 0.965172496972314
"LZTFL1" -0.10121713043639 5.2052934929307 0.830687204395904 0.965172496972314
"TMEM65" -0.102384702819653 4.99659637641564 0.830691121152348 0.965172496972314
"TMEM206" -0.101706691471958 4.68102415597296 0.830941875340184 0.965407847859128
"ASXL1" -0.102033254736418 6.96856376270594 0.831060141343108 0.965457894041719
"FBLN1" -0.104529527292333 2.99665394118528 0.831107973607926 0.965457894041719
"TUBG2" -0.11146730849796 2.3166106284439 0.831182213064321 0.965457894041719
"DMWD" 0.103072255108834 4.34833424005468 0.831207733014628 0.965457894041719
"MYEF2" 0.110747595957118 0.413884320748839 0.83122594182235 0.965457894041719
"ZNF90" -0.101926888906301 5.6728986776568 0.831390616419849 0.965593172001275
"DOCK2" -0.101465418281604 5.3436961011406 0.831464197995658 0.965622643207968
"AGTPBP1" -0.103323101016306 5.20113018069224 0.831551700711018 0.965668277404047
"INCA1" 0.100346730676609 4.34400958105345 0.831745715092334 0.965742919144711
"NDRG3" 0.100532368957013 5.89198904464766 0.831862570193026 0.965742919144711
"PPP1R26" 0.105330134444224 2.03213839151203 0.831865542939113 0.965742919144711
"MORC4" -0.109713281769523 0.753218829477606 0.831930591003157 0.965742919144711
"IL31" -0.100752107543499 3.96573166076287 0.831979794388556 0.965742919144711
"CCDC34" -0.1028119578638 3.96346415052691 0.831988475007406 0.965742919144711
"TMC3" -0.108189048624021 0.89648513696872 0.831991386815296 0.965742919144711
"CDIP1" -0.0994223177673145 6.09561423900088 0.832035832066572 0.965742919144711
"MOB1A" 0.105521742410677 5.67942904518172 0.832049887604185 0.965742919144711
"RAB15" -0.111532174576515 1.24992665599201 0.832110828548475 0.96574829408812
"CARNS1" -0.103279824494671 5.39409751642811 0.832150943835103 0.96574829408812
"OST4" -0.107192547554256 1.25630132143149 0.832206027878594 0.965756268144146
"REG4" -0.102645660923304 3.82453862597886 0.832328387571704 0.965758119522224
"UBAC2" -0.10069715094709 5.32405467500118 0.832343952794381 0.965758119522224
"MAPT" 0.0995762345702801 6.21134564112876 0.832395903070849 0.965758119522224
"HPS1" 0.101736456688198 5.03896443122859 0.83243264069542 0.965758119522224
"SORCS1" 0.0998198868949172 5.13441704224186 0.832448689115407 0.965758119522224
"HELQ" -0.10297806366644 5.81290601615146 0.832540244130602 0.965808399269131
"TGM3" 0.0993923861305845 5.73612713337232 0.832657723635468 0.965888745780754
"TOM1L1" -0.103326404108253 5.24751672077011 0.832785293056408 0.965930430947077
"INTS6L" -0.103595844707838 2.79056282692522 0.832832091697504 0.965930430947077
"R3HDML" 0.103236089430888 4.65507094997107 0.832880566926738 0.965930430947077
"FAM90A26" 0.101430432643707 4.08012284447731 0.832886546019565 0.965930430947077
"PRICKLE3" 0.100284136183041 5.75972749770758 0.832956040615063 0.965955100420328
"NCAPG" 0.101534929139362 4.46149395193901 0.833041668761386 0.965998475567866
"KCNS2" 0.104892820018175 1.34027885818141 0.833114510207174 0.966024100486115
"DKC1" -0.100783992212792 6.19770826186544 0.833160219659434 0.966024100486115
"RILPL2" -0.0981835490767011 5.37194970898695 0.833274686129848 0.966100899338252
"INPPL1" -0.0991565566200271 7.23469825572565 0.83341056647699 0.966129060804399
"KRT26" -0.113686545155127 -0.0703736317924778 0.833489275005023 0.966129060804399
"PKD2" -0.101047651471119 2.95090810771254 0.833538827682612 0.966129060804399
"ZNF43" 0.101164835556302 3.5931219705359 0.833549188309919 0.966129060804399
"STOM" -0.0993349854700887 5.43711134908185 0.833668699313579 0.966129060804399
"POLRMT" -0.100439490839952 5.23743331240499 0.833771065115107 0.966129060804399
"BCL7A" 0.0992166591165652 5.84490187474858 0.833789713603614 0.966129060804399
"RYR1" 0.0992050142563671 3.9138333215071 0.83386051012041 0.966129060804399
"NRBP1" 0.100478125171857 6.10120663297587 0.833867370366382 0.966129060804399
"STK10" 0.0995160307226272 4.77700301852556 0.833867446991751 0.966129060804399
"CLDN17" -0.101229645610815 2.7400647155855 0.833968627818139 0.966129060804399
"PGRMC2" -0.10096676595823 2.6344251428469 0.834008945189849 0.966129060804399
"SMIM14" -0.0980713954238495 5.66626221917205 0.834044192796832 0.966129060804399
"PDYN" -0.0994154587962829 4.46612951081955 0.834261977327071 0.966129060804399
"NIPSNAP1" 0.0981865154261484 5.42296083179314 0.834297827141781 0.966129060804399
"C17orf50" -0.0980948691911904 5.35701110910388 0.834299941094084 0.966129060804399
"PRR26" 0.0982576105293854 6.49586424974148 0.83430216169415 0.966129060804399
"PRSS53" 0.0993734138138511 6.32829970758618 0.834302699049528 0.966129060804399
"PLEKHH2" 0.0994854928827098 4.54138250803368 0.834320792018945 0.966129060804399
"PAX3" -0.0994387706984267 5.8475014355762 0.834328818754346 0.966129060804399
"MAP3K11" -0.10052040187823 6.06285562290452 0.834378810716916 0.966129060804399
"PF4V1" -0.0983774739474466 4.1628752401012 0.83445978356523 0.966129060804399
"ARID3A" 0.099399221886761 4.06374120882084 0.834485558012732 0.966129060804399
"LAMC2" 0.0984210957248108 4.41268287318816 0.834497176857057 0.966129060804399
"GINM1" -0.0993898331768002 4.70294173863344 0.834607872750785 0.966129060804399
"C2orf50" 0.0987395852095357 4.07037532900289 0.834649164366855 0.966129060804399
"G6PD" 0.100186861519715 3.49262327193185 0.834699909571309 0.966129060804399
"C11orf68" 0.100341240958128 6.29181742517377 0.83473391029907 0.966129060804399
"ELMSAN1" 0.0993900482175011 4.22475458779706 0.834739056102121 0.966129060804399
"GAB2" 0.0992135075398182 5.40956281872658 0.834750076281096 0.966129060804399
"ADGRF3" 0.09714586317822 5.54260099631656 0.834837804596732 0.966129060804399
"LMCD1" 0.0998857563258882 3.94794606256099 0.834908311052603 0.966129060804399
"GLMP" 0.100870876029079 4.6918916852606 0.834929837083214 0.966129060804399
"SMS" -0.101336014464613 3.43305696887929 0.834983410676012 0.966129060804399
"CBLB" -0.100712382485952 5.15397724327918 0.83498708505046 0.966129060804399
"GATA1" -0.099339892736396 5.678458501932 0.835083196536764 0.966149994198281
"ZBED2" 0.0994453202835183 4.62966258365798 0.835122464247324 0.966149994198281
"GAMT" 0.0992807370070794 3.35735535061973 0.835149875170647 0.966149994198281
"OR2H2" 0.111786464197822 -0.162408238602091 0.835231667568672 0.966188815723496
"DCST1" 0.0984562386413216 5.54316725834219 0.835436899000576 0.966305612848725
"CAPN9" 0.098064119703093 5.66672941683986 0.835455722768345 0.966305612848725
"AC073333.1" -0.0982673897974792 5.4811035290944 0.835477355545258 0.966305612848725
"LY6D" -0.319237987164113 -3.67294616944198 0.835554332353163 0.966338847076571
"LBX1" -0.0982034649289189 7.14430873984065 0.835635230407355 0.966356547063467
"CGB3" 0.0975996835112263 5.35079498071785 0.835666122921141 0.966356547063467
"C5orf58" 0.10111225773804 4.88708780944382 0.835742580732174 0.966380776569349
"SMIM19" -0.0981116404687005 5.16598127401079 0.835867830508673 0.966380776569349
"FAM26E" -0.176161428004498 -2.70039368133535 0.835869744812235 0.966380776569349
"CIC" 0.0977029852248724 4.48152876274864 0.835925706138482 0.966380776569349
"IQCA1L" -0.102544143281682 4.15214819547252 0.835942044067465 0.966380776569349
"MAPK7" -0.096786044571958 6.42304322010796 0.835976541180854 0.966380776569349
"COX14" 0.0992686674404703 6.31180010625968 0.836118122900105 0.966455685872418
"SSU72" 0.100472407829345 2.56515379597771 0.836137838159304 0.966455685872418
"STAB2" -0.0986266419930694 3.53548552409608 0.83628741423721 0.966500170005198
"DMRT2" 0.116869464463933 -0.188097114847474 0.836298915533257 0.966500170005198
"NBPF9" -0.0989969392534818 3.40186327394046 0.836321074669268 0.966500170005198
"TRPV3" 0.0966631711163982 5.86104866077969 0.836403302764752 0.966539434503331
"VCX2" -0.099134157866707 6.23323266107443 0.83656144912216 0.966608512928663
"PLEKHH3" 0.101280908545021 2.02815636824403 0.836574674365716 0.966608512928663
"ESR1" -0.104389745427102 2.61239677393602 0.836612901825267 0.966608512928663
"PPP1R12C" -0.0982857887676458 3.30572519010846 0.836656102898366 0.966608512928663
"UBXN2A" -0.0981608591984251 4.90643598393183 0.836719614206722 0.966626137157555
"H2AFX" -0.0978555177768187 4.13765837856075 0.836845783743912 0.966704941500505
"NSL1" 0.0959849808663743 5.44326566796373 0.836884348787393 0.966704941500505
