#gene	sample4	sample5	sample6
PKM	282	422	466
PARP6	3185	1060	2639
RP11-106M3.5	4636	2042	3534
CELF6	1374	1028	1420
RP11-106M3.2	5863	4900	1094
HEXA	178	243	598
TMEM202	222	491	208
ARIH1	6478	2055	4192
GOLGA6B	1551	1441	1007
HIGD2B	3380	2343	941
BBS4	6436	2650	5916
ADPGK	820	693	864
NEO1	4250	2742	2381
HCN4	818	2753	580
REC114	3129	4130	1914
NPTN	1630	1755	1782
CD276	10039	6812	6079
C15orf59	6086	6623	7141
TBC1D21	1171	959	397
LOXL1	281	1142	822
STOML1	1185	1304	1159
PML	108	127	131
GOLGA6A	279	159	99
ISLR2	976	1736	1449
ISLR	929	1954	1418
STRA6	2386	2266	2734
CCDC33	739	1611	2536
CYP11A1	12358	12481	11978
SEMA7A	2721	959	1370
UBL7	1688	1165	454
ARID3B	4763	4488	4646
CLK3	1492	1423	2456
EDC3	1593	728	1131
CYP1A1	1890	3508	811
CYP1A2	192	67	71
CSK	6254	2364	3264
LMAN1L	1922	2041	2871
CPLX3	1009	1285	1402
ULK3	619	447	644
SCAMP2	1211	2266	2894
MPI	710	1328	1526
FAM219B	973	1722	878
COX5A	129	86	190
RPP25	2218	1469	1786
SCAMP5	582	319	511
PPCDC	2486	2528	2050
C15orf39	1341	2563	4293
GOLGA6D	56	199	76
GOLGA6C	3470	3420	1344
COMMD4	489	485	655
NEIL1	6114	7239	6782
MAN2C1	2039	2637	2192
SIN3A	465	353	573
PTPN9	533	865	758
SNUPN	819	191	536
IMP3	1087	1418	302
SNX33	2158	5288	4198
CSPG4	10654	7978	13020
ODF3L1	2736	3752	3655
UBE2Q2	509	492	408
FBXO22	85	110	99
NRG4	517	1316	1050
TMEM266	721	895	437
ETFA	5074	5858	4458
ISL2	759	1236	857
SCAPER	1881	2424	895
RCN2	5485	2536	3699
PSTPIP1	1456	3280	1489
TSPAN3	8967	7236	5666
PEAK1	213	185	126
HMG20A	2377	1263	4165
LINGO1	633	786	512
TBC1D2B	253	392	257
SH2D7	651	431	597
CIB2	12522	6261	4429
IDH3A	846	566	464
ACSBG1	185	153	198
DNAJA4	1977	3303	1000
WDR61	8058	7202	5634
CRABP1	2372	1388	2281
IREB2	11277	4313	4743
HYKK	2377	2509	2971
PSMA4	1596	836	2054
CHRNA5	1191	1004	622
CHRNA3	4409	1655	3582
CHRNB4	6532	9717	6422
ADAMTS7	1489	1881	1107
MORF4L1	1794	2259	1139
CTSH	2049	1394	1827
RASGRF1	10528	2984	4840
ANKRD34C	1266	924	2091
TMED3	2320	983	2402
KIAA1024	385	110	562
MTHFS	2595	3719	1838
ST20-MTHFS	1485	2143	933
ST20	491	283	284
BCL2A1	1871	2753	1275
ZFAND6	2079	5222	3473
FAH	900	768	1427
LINC01314	2726	2275	5814
ARNT2	580	819	1343
ABHD17C	1592	936	1861
CEMIP	57	87	85
MESDC2	1756	1901	560
MESDC1	689	1323	1948
CFAP161	6801	8724	4477
IL16	261	369	464
STARD5	18730	12380	4797
TMC3	34	87	192
MEX3B	6688	3553	3670
EFL1	1589	2008	2390
SAXO2	1461	1849	1801
GOLGA6L10	3196	4726	4905
GOLGA6L9	1409	1964	1667
RPS17	1856	2555	2872
RP11-152F13.10	1507	544	837
CPEB1	2497	7457	2861
AP3B2	1989	3393	3171
FSD2	475	831	327
WHAMM	2173	1926	915
HOMER2	486	702	520
FAM103A1	344	245	147
C15orf40	2972	1370	1867
BTBD1	1210	926	1367
TM6SF1	1506	1455	641
RP11-382A20.3	1366	766	972
BNC1	3170	2237	3415
SH3GL3	478	395	350
ADAMTSL3	745	1351	798
UBE2Q2L	40	35	52
GOLGA6L4	1036	1755	1003
ZSCAN2	97	319	251
WDR73	2929	5384	9460
NMB	543	448	459
SEC11A	1754	1547	2168
ZNF592	1200	533	668
ALPK3	4463	3226	3571
SLC28A1	140	112	215
PDE8A	5341	3757	5896
AKAP13	1232	1043	1811
KLHL25	9744	9595	7607
AGBL1	1133	922	381
NTRK3	1154	1712	1006
MRPL46	3121	590	1967
MRPS11	1231	2562	1948
DET1	2022	2170	5420
AEN	6	4	8
ISG20	650	1674	2330
ACAN	2681	3343	3353
HAPLN3	863	822	863
MFGE8	2948	3397	1915
ABHD2	14610	19198	6899
RLBP1	3944	4489	7308
FANCI	422	336	296
POLG	120	128	190
RHCG	8492	8570	7289
TICRR	2311	835	478
KIF7	240	383	471
PLIN1	3809	2346	4068
PEX11A	2246	2004	1702
WDR93	604	642	493
MESP1	3847	4425	4922
MESP2	4742	2094	2898
ANPEP	2730	1438	377
AP3S2	361	264	423
C15orf38-AP3S2	2625	1403	2012
ARPIN	80	87	120
ZNF710	9982	15363	18394
IDH2	134	281	1038
SEMA4B	9245	4658	7470
CIB1	607	217	204
GDPGP1	2128	4900	4562
RP11-697E2.6	1156	631	527
NGRN	1314	2463	1349
RP11-697E2.12	517	653	833
ZNF774	1531	1581	1501
IQGAP1	1218	1436	1982
CRTC3	1300	1640	1582
BLM	6676	7693	5065
FURIN	348	410	320
FES	2540	3753	3126
MAN2A2	11957	14208	13553
HDDC3	828	1370	822
UNC45A	686	907	1006
RCCD1	1246	842	757
PRC1	750	347	722
VPS33B	9689	9420	5268
SV2B	945	1373	942
SLCO3A1	1848	1687	2526
ST8SIA2	970	1276	1097
FAM174B	779	718	367
RP11-437B10.1	5494	4063	5727
CHD2	1463	914	2142
RGMA	1361	364	1184
MCTP2	465	765	928
NR2F2	5392	2484	2566
SPATA8	3966	1794	3069
ARRDC4	584	2056	1343
FAM169B	8233	4733	9506
IGF1R	2849	2187	2204
PGPEP1L	2091	3404	4070
SYNM	457	774	678
TTC23	1034	500	206
LRRC28	2875	1440	2592
AC022819.1	227	315	197
MEF2A	1891	1093	1353
LYSMD4	2602	2892	1785
ADAMTS17	2077	1435	2639
CERS3	88	151	58
LINS1	680	412	791
ASB7	1657	1025	1496
AC087762.1	2670	5613	5462
ALDH1A3	1119	1771	1930
LRRK1	2517	1684	1797
CHSY1	2340	1275	2253
VIMP	584	377	368
SNRPA1	1724	3640	2618
PCSK6	5094	9990	3126
TM2D3	4602	4946	2065
TARSL2	593	426	678
OR4F6	611	3137	3085
OR4F15	1545	394	1028
OR4F4	1641	1584	1215
POLR3K	297	515	392
SNRNP25	280	127	251
RHBDF1	1514	1615	1759
MPG	4781	3483	5952
NPRL3	4221	3801	3664
HBZ	766	379	1112
HBM	1536	1562	3293
HBA2	1609	1475	2289
HBA1	5256	1848	2827
HBQ1	163	120	62
LUC7L	3450	906	2654
FAM234A	5424	3725	5596
AC004754.3	2828	1640	675
RGS11	1810	3949	2268
ARHGDIG	2748	2402	1791
PDIA2	3044	4829	4104
AXIN1	1776	1993	1053
MRPL28	812	287	417
TMEM8A	230	506	268
NME4	636	291	388
DECR2	138	229	444
RAB11FIP3	20	46	63
CAPN15	2078	1338	2524
PRR35	1666	2543	1580
PIGQ	3763	3511	5923
NHLRC4	5691	1198	2701
RAB40C	2116	2675	2113
WFIKKN1	528	276	555
C16orf13	986	983	874
MCRIP2	4616	2805	1905
WDR90	965	932	348
RHOT2	4139	3278	1995
RHBDL1	8614	6076	3394
STUB1	3271	1512	4231
JMJD8	3759	6698	3562
WDR24	441	684	1214
FBXL16	396	191	195
METRN	1778	4578	3570
FAM173A	203	224	175
CCDC78	490	793	626
HAGHL	2188	4371	2913
NARFL	1574	1727	2289
MSLN	572	731	687
MSLNL	1101	1814	2572
RPUSD1	83	146	80
CHTF18	6338	4899	5070
GNG13	3993	5067	2899
PRR25	708	1297	1367
LMF1	8735	5873	7073
SOX8	1937	2312	3143
SSTR5	1427	2375	907
C1QTNF8	2463	3194	2908
CACNA1H	4155	2213	5779
TPSG1	1193	946	1925
TPSB2	3213	2082	1626
TPSAB1	1581	2019	1932
TPSD1	1951	6292	6207
UBE2I	230	189	294
BAIAP3	418	898	660
TSR3	209	106	271
GNPTG	7158	5513	5242
UNKL	1032	1792	727
C16orf91	222	706	740
CCDC154	2181	1376	2570
CLCN7	10890	25482	11745
PTX4	3845	4927	3647
TELO2	2567	3627	2129
IFT140	2099	1423	2620
TMEM204	5630	3901	3638
CRAMP1	30	27	26
LA16c-431H6.6	246	462	316
HN1L	4753	7704	4013
MAPK8IP3	2392	539	1723
NME3	1429	4506	1121
MRPS34	57	154	62
EME2	959	1262	826
SPSB3	311	205	369
NUBP2	295	216	231
IGFALS	6325	2552	4365
HAGH	1217	824	1920
FAHD1	2262	1609	2047
MEIOB	738	592	566
HS3ST6	394	164	207
MSRB1	1013	1933	1020
RPL3L	6508	4454	4788
NDUFB10	560	907	912
RPS2	276	133	397
RNF151	747	844	734
TBL3	1151	1890	684
NOXO1	2497	5278	6796
GFER	1960	764	1293
SYNGR3	10	38	36
ZNF598	1586	1195	1621
NPW	3727	4460	3228
SLC9A3R2	3692	6702	2836
NTHL1	2547	4336	3632
TSC2	218	99	138
PKD1	670	934	800
RAB26	453	809	364
TRAF7	70	157	60
CASKIN1	183	126	453
MLST8	2326	1233	857
BRICD5	4351	3226	6763
PGP	2242	2685	1197
E4F1	5	4	8
DNASE1L2	7249	9750	8055
ECI1	6682	5592	3655
RNPS1	4743	4095	3395
AC009065.1	2094	3316	2849
ABCA3	56	85	78
CCNF	2672	6418	4182
C16orf59	4420	6351	2902
NTN3	68	137	161
TBC1D24	2273	1162	2188
RP11-20I23.1	3258	1003	1695
ATP6V0C	64	67	58
RP11-20I23.3	8983	21273	10927
AMDHD2	8286	6757	6466
CEMP1	1412	1687	460
PDPK1	5353	12637	6280
KCTD5	5257	2529	5216
PRSS27	2012	2130	1122
SRRM2	2481	2739	1006
TCEB2	516	815	914
PRSS33	92	55	49
PRSS21	1503	513	1131
ZG16B	999	354	492
PRSS22	5784	4662	1918
FLYWCH2	5769	4939	5322
FLYWCH1	5138	4316	1967
KREMEN2	768	315	772
PKMYT1	1803	1691	1138
PAQR4	631	1070	582
LA16c-380H5.3	1482	1126	1610
CLDN9	303	304	404
CLDN6	1241	416	268
TNFRSF12A	2037	3751	986
HCFC1R1	744	753	912
THOC6	2001	2833	3817
BICDL2	1357	884	1448
MMP25	676	354	1099
IL32	1630	943	906
ZSCAN10	6611	6564	6811
ZNF205	142	312	158
ZNF213	4162	5968	2129
OR1F1	477	887	887
ZNF200	2065	2393	2458
MEFV	1561	2267	1073
ZNF263	1913	3003	3472
TIGD7	571	368	368
ZNF75A	2002	2080	1952
OR2C1	304	414	1274
LA16c-306E5.2	45	24	45
MTRNR2L4	887	607	549
ZSCAN32	102	61	44
ZNF174	1166	1054	709
ZNF597	693	760	782
NAA60	1517	459	948
C16orf90	8915	11820	8790
CLUAP1	363	527	725
NLRC3	243	393	398
SLX4	1942	704	718
DNASE1	3341	4181	3637
TRAP1	493	742	503
CREBBP	2603	2955	5490
ADCY9	414	777	2210
SRL	139	86	138
TFAP4	9	1	1
GLIS2	2931	3254	3220
PAM16	976	901	332
CORO7-PAM16	4112	3796	7449
CORO7	356	184	316
VASN	5123	5537	3325
DNAJA3	2022	343	954
NMRAL1	3622	8245	7572
HMOX2	2059	1575	1837
CDIP1	4209	4001	3466
C16orf96	747	1736	2618
UBALD1	410	904	666
MGRN1	3862	2835	2843
NUDT16L1	1297	1759	1182
ANKS3	1128	868	779
C16orf71	769	1224	1120
ZNF500	273	248	251
SEPT12	2873	4771	3120
SMIM22	4797	4482	3244
ROGDI	1044	1612	1718
GLYR1	1768	1778	1356
UBN1	298	570	233
PPL	3883	3169	5128
SEC14L5	768	290	469
NAGPA	975	607	844
ALG1	551	879	621
C16orf89	3574	2667	2930
EEF2KMT	5476	7311	5307
RBFOX1	1258	348	1195
TMEM114	3957	3792	4538
METTL22	3727	5006	9158
ABAT	3049	2693	1574
TMEM186	1633	1587	1453
PMM2	699	1008	1934
CARHSP1	159	528	229
RP11-77H9.1	4324	1316	2237
USP7	3925	2877	3184
C16orf72	462	894	469
GRIN2A	2159	1093	1064
ATF7IP2	743	242	257
EMP2	1110	589	915
TEKT5	7979	6592	7550
NUBP1	4323	4291	6298
TVP23A	581	568	387
CIITA	725	730	888
DEXI	2822	1124	1727
CLEC16A	1276	1538	2151
RMI2	2836	4909	2482
SOCS1	4916	3707	2483
TNP2	2603	4128	7729
PRM3	161	289	152
PRM2	1865	3209	1942
PRM1	1524	4105	3188
AC009121.1	7919	7804	4553
CTD-3088G3.8	4505	4063	5058
LITAF	978	1617	952
SNN	3304	3239	3813
TXNDC11	8001	8752	11703
ZC3H7A	857	1193	815
RSL1D1	6018	3346	6180
GSPT1	194	248	197
RP11-166B2.1	585	871	917
TNFRSF17	1276	1785	1596
SNX29	906	560	704
CPPED1	1112	433	501
SHISA9	201	465	258
ERCC4	821	490	326
MKL2	552	846	387
PARN	272	291	226
BFAR	3671	1836	2646
PLA2G10	3958	7188	2111
NPIPA3	482	468	901
NPIPA2	206	118	227
NOMO1	75	19	35
NPIPA1	6102	6703	5439
PDXDC1	4661	8447	4750
NTAN1	56	102	87
RRN3	75	105	116
NPIPA5	2437	1626	1487
MPV17L	4209	3137	7573
RP11-1021N1.1	4507	1993	1842
C16orf45	1460	742	1828
KIAA0430	507	754	598
NDE1	1224	2077	2632
MYH11	2203	2739	1877
FOPNL	1663	3798	2972
ABCC1	401	318	402
ABCC6	1288	1411	791
NOMO3	930	1341	1018
AC138969.4	2971	2623	5965
NPIPA7	7903	7684	5784
XYLT1	1063	348	864
NPIPA8	1159	1529	1550
RP11-1212A22.4	532	950	601
NOMO2	25	58	44
RPS15A	97	142	113
RP11-1035H13.3	859	1465	1089
ARL6IP1	4608	4531	5621
SMG1	2129	2011	1711
TMC7	1036	765	1292
COQ7	1228	985	1374
ITPRIPL2	8424	10034	3794
CTD-2349B8.1	3347	4502	3250
SYT17	100	260	169
CLEC19A	1137	739	1539
TMC5	158	917	402
GDE1	2659	1378	2682
CCP110	2862	3271	5005
C16orf62	3051	3336	1435
KNOP1	1869	2552	1749
IQCK	2027	1949	2889
GPRC5B	43	92	36
GPR139	1895	3729	5378
GP2	6541	3227	4186
UMOD	6508	1155	1824
PDILT	2663	3738	4427
ACSM5	2551	5460	4321
ACSM2A	244	439	466
ACSM2B	511	420	432
ACSM3	1179	1225	1475
ACSM1	2377	1841	3325
THUMPD1	196	536	85
ERI2	767	251	454
AC004381.6	131	100	151
DCUN1D3	2247	3947	4637
LYRM1	627	1062	760
DNAH3	649	1834	2632
TMEM159	1747	1247	550
ZP2	2444	2583	2729
ANKS4B	3364	5989	2371
CRYM	2337	797	942
NPIPB3	4288	5252	5775
METTL9	7009	7252	2297
IGSF6	739	612	329
OTOA	888	1221	2152
NPIPB4	647	1827	2571
UQCRC2	3400	1764	3930
PDZD9	1431	1944	1108
C16orf52	2750	2887	1730
VWA3A	1202	691	1115
SDR42E2	2414	1062	1240
EEF2K	2822	1138	1581
POLR3E	5690	6307	2293
CDR2	1597	2217	2083
NPIPB5	95	208	367
HS3ST2	603	742	1453
USP31	1819	2456	1451
SCNN1G	164	203	299
SCNN1B	1824	2176	1217
COG7	607	453	537
GGA2	115	123	39
EARS2	6268	9845	2585
UBFD1	851	1278	1695
NDUFAB1	245	223	137
PALB2	80	216	181
DCTN5	2945	2463	3339
PLK1	5922	4009	7434
ERN2	2734	2490	2804
CHP2	1643	2949	1921
PRKCB	973	861	939
CACNG3	1208	2184	2755
RBBP6	836	1285	446
TNRC6A	1277	722	992
SLC5A11	629	278	532
ARHGAP17	2899	4307	3012
LCMT1	1582	1793	911
AQP8	13	13	13
ZKSCAN2	2234	3264	2997
HS3ST4	2503	2629	2835
C16orf82	423	397	491
KDM8	584	264	453
NSMCE1	110	185	102
IL4R	1321	757	1261
IL21R	2063	7472	2264
GTF3C1	102	197	304
KIAA0556	6410	4866	4575
GSG1L	297	385	462
XPO6	5407	3788	10343
SBK1	474	642	125
NPIPB6	4391	4046	2659
EIF3CL	220	241	365
RP11-435I10.4	1744	1136	2775
NPIPB7	3158	3856	3991
CLN3	1011	638	312
APOBR	1039	1729	1722
IL27	1155	1364	1584
NUPR1	5514	8592	6572
SGF29	4349	1593	5934
SULT1A2	1914	1970	2144
SULT1A1	573	802	790
NPIPB8	754	1787	1643
EIF3C	1524	1662	1887
NPIPB9	3836	2474	6957
ATXN2L	3836	3448	1696
TUFM	2360	2568	805
SH2B1	1486	731	933
ATP2A1	943	764	1113
RABEP2	59	46	108
CD19	1144	1187	520
NFATC2IP	2053	1859	2373
SPNS1	1456	3240	3706
LAT	3629	3389	2121
NPIPB11	4656	2417	3336
BOLA2	153	433	139
RP11-345J4.5	220	124	247
SLX1B	4806	2448	7479
SULT1A4	1216	2719	671
RP11-345J4.3	9836	6126	8735
RP11-231C14.4	1101	3317	2547
SPN	1665	1573	857
AC009133.22	257	297	389
QPRT	650	485	474
C16orf54	2566	1836	3564
ZG16	5616	6282	2760
KIF22	211	140	102
MAZ	4220	4686	4238
PRRT2	872	1928	1173
AC009133.23	170	170	90
PAGR1	312	744	311
CTD-2574D22.6	3034	1510	1329
MVP	4576	6061	6242
CDIPT	517	406	377
SEZ6L2	3013	3426	4193
ASPHD1	1220	212	734
KCTD13	2300	4155	1324
TMEM219	660	616	1009
TAOK2	4194	7621	13650
HIRIP3	91	134	116
INO80E	5624	9274	6086
DOC2A	154	59	193
C16orf92	867	792	870
FAM57B	619	740	1140
ALDOA	1201	1328	621
PPP4C	6403	6145	11634
TBX6	4115	2106	9046
YPEL3	2081	3734	3629
GDPD3	801	2007	1329
MAPK3	4901	4556	2898
CORO1A	263	549	400
BOLA2B	686	1242	639
SLX1A	1579	1182	1373
SULT1A3	3968	4353	715
RP11-347C12.3	1642	2423	2851
RP11-347C12.1	4008	2203	4433
CD2BP2	708	340	919
TBC1D10B	847	346	2126
MYLPF	9329	5294	5478
ZNF48	683	1275	744
SEPT1	1731	3073	1682
ZNF771	7123	5575	3046
DCTPP1	494	786	143
SEPHS2	531	1130	771
ITGAL	271	291	126
ZNF768	10655	7566	7828
AC002310.11	4578	2395	9549
ZNF747	496	440	381
AC002310.13	1586	3447	2717
ZNF764	350	154	284
ZNF688	107	122	71
ZNF785	520	292	249
ZNF689	6164	5724	5327
PRR14	1225	1603	1244
FBRS	6530	2813	4377
SRCAP	19	2	5
RP11-2C24.9	2101	1355	1590
TMEM265	367	1769	452
PHKG2	1445	604	707
CCDC189	2019	1959	1096
RNF40	1042	1411	2432
ZNF629	1488	780	2466
BCL7C	1955	4742	3889
CTF1	2086	2255	2069
FBXL19	793	1006	1035
ORAI3	54	22	54
SETD1A	2027	2404	4579
HSD3B7	2583	1098	2273
STX1B	2646	2586	3013
STX4	1360	648	494
ZNF668	1335	4242	2712
ZNF646	12202	18223	9540
PRSS53	5122	6737	2812
RP11-196G11.1	609	539	730
VKORC1	2060	3133	3531
BCKDK	5164	5147	5902
KAT8	431	246	201
PRSS8	3768	6514	5345
PRSS36	249	115	165
FUS	287	1026	1148
PYCARD	5153	9038	5962
TRIM72	121	177	79
PYDC1	1302	5349	5051
ITGAM	1404	596	1615
ITGAX	1130	674	1318
ITGAD	5354	11764	7792
COX6A2	1195	1297	1453
ZNF843	13962	4798	5763
ARMC5	855	562	785
TGFB1I1	840	1690	1932
SLC5A2	422	793	745
C16orf58	1266	1753	1500
AHSP	675	571	1550
ZNF720	2603	1681	1129
ZNF267	6081	3932	5241
TP53TG3D	132	66	29
TP53TG3	377	170	538
TP53TG3C	1290	1091	1750
TP53TG3E	1118	1416	956
TP53TG3B	34	16	53
TP53TG3F	2133	1482	1038
RP11-812E19.9	2115	2444	4130
SHCBP1	1267	1324	1651
VPS35	1487	1329	1335
ORC6	1618	1826	609
MYLK3	323	583	1209
C16orf87	1018	1956	872
GPT2	14779	3521	5755
DNAJA2	4585	1955	2536
NETO2	2961	4050	3314
ITFG1	2427	5346	2702
PHKB	2405	2001	1887
ABCC12	832	480	683
ABCC11	4354	3035	3646
LONP2	1053	748	3076
SIAH1	9	13	16
N4BP1	561	595	424
CBLN1	566	562	832
C16orf78	436	348	510
ZNF423	1394	848	1719
CNEP1R1	757	1255	559
HEATR3	1525	2672	2454
PAPD5	28	9	15
ADCY7	189	179	214
BRD7	879	766	1009
NKD1	2081	4200	2798
SNX20	2218	3246	3915
NOD2	455	1013	568
CYLD	16297	12120	3164
SALL1	256	521	209
TOX3	5545	947	3908
RP11-467J12.4	479	345	188
CHD9	1387	649	1284
AC007906.1	704	635	722
RBL2	3036	2333	1638
AKTIP	1796	1103	1061
RPGRIP1L	1709	856	607
FTO	3560	4277	10679
IRX3	5370	4918	3436
IRX5	764	734	412
IRX6	1071	691	493
MMP2	273	502	756
LPCAT2	5878	10104	9886
CAPNS2	1272	1295	443
SLC6A2	321	476	464
CES1	44	34	27
CES5A	10451	2300	8678
GNAO1	254	474	338
AMFR	926	657	595
NUDT21	7392	6289	5983
OGFOD1	419	757	561
BBS2	2858	2058	4262
MT4	92	49	65
MT3	1094	1356	2649
MT2A	89	103	78
MT1E	17546	11224	11839
MT1M	894	491	779
MT1A	1134	6749	471
MT1B	1809	4468	2145
MT1F	5945	5836	4580
MT1G	1212	6125	5970
MT1H	6459	3938	1356
RP11-249C24.12	3558	2748	3947
MT1X	3880	5782	4215
NUP93	4398	1717	7067
SLC12A3	3249	2016	2610
HERPUD1	2719	1895	2891
CETP	364	195	393
NLRC5	299	2984	1191
CPNE2	2729	3531	1632
FAM192A	4953	2314	3762
RSPRY1	10374	7346	3645
ARL2BP	14694	6563	5671
PLLP	143	90	201
CCL22	360	560	454
CX3CL1	3885	5309	2559
CCL17	803	934	857
CIAPIN1	5434	5981	8668
COQ9	497	600	496
POLR2C	3987	3734	3628
DOK4	7159	7731	3932
CCDC102A	7	20	16
ADGRG5	10292	4707	2104
ADGRG1	1929	1547	1184
ADGRG3	24	28	18
DRC7	3245	4070	2680
KATNB1	10365	9999	9723
KIFC3	21135	26534	4384
CNGB1	467	410	388
TEPP	2035	1453	1564
ZNF319	4390	2858	7060
USB1	78	42	63
MMP15	779	721	576
CFAP20	4753	8048	12061
CSNK2A2	381	375	171
CCDC113	538	502	936
PRSS54	806	696	1102
GINS3	6822	7668	6032
NDRG4	159	164	409
SETD6	1881	2651	1698
CNOT1	818	1279	631
AC010287.1	850	534	679
SLC38A7	2788	4243	11354
GOT2	827	502	346
RP11-457D20.2	2624	1972	1271
CDH8	1569	2281	2165
CDH11	5767	6140	5810
CDH5	3118	4389	3203
BEAN1	1188	898	1835
RP11-403P17.5	1133	1278	912
TK2	5169	1966	6636
CKLF	3781	1919	1643
CKLF-CMTM1	3290	1654	1706
CMTM1	7916	2681	3107
CMTM2	237	396	330
CMTM3	3648	3511	2922
CMTM4	705	357	359
DYNC1LI2	1458	2092	2572
TERB1	9775	11598	8806
NAE1	53	22	91
CA7	3268	2700	5302
PDP2	2576	1568	6117
CDH16	20637	17102	11359
RRAD	6528	3122	2501
FAM96B	10092	5041	14041
CES2	3392	3606	4416
CES3	1319	1581	2432
CES4A	1262	1833	2137
CBFB	2299	2276	3676
C16orf70	2584	1588	1701
B3GNT9	1534	315	894
TRADD	3503	3162	2196
FBXL8	346	271	677
RP11-5A19.5	6423	6238	10962
HSF4	87	226	148
NOL3	1224	877	768
KIAA0895L	540	992	496
EXOC3L1	178	108	164
E2F4	1350	925	1009
ELMO3	411	1028	800
LRRC29	715	1614	845
TMEM208	91	185	127
FHOD1	5191	9795	8294
SLC9A5	2078	2972	6114
PLEKHG4	7558	4583	4281
KCTD19	935	1055	1575
LRRC36	1189	755	890
TPPP3	4145	5903	6421
ZDHHC1	3366	1158	2642
HSD11B2	540	835	325
ATP6V0D1	4413	1510	1032
AGRP	3055	4425	4461
FAM65A	9057	7234	6128
AC027682.1	9080	3637	7161
CTCF	2121	1948	1898
CARMIL2	270	790	971
ACD	1118	2293	2483
PARD6A	1315	1106	1074
ENKD1	1727	2390	2590
C16orf86	1125	1455	1801
GFOD2	2046	1541	2321
RANBP10	164	625	713
TSNAXIP1	748	1270	901
CENPT	2315	6553	1796
THAP11	2326	1759	1633
NUTF2	1211	730	724
EDC4	1074	750	817
NRN1L	606	573	508
PSKH1	7818	4584	6689
CTRL	396	144	792
CTC-479C5.12	2707	6588	4422
PSMB10	1045	544	1202
LCAT	2158	3105	4394
SLC12A4	270	401	259
DPEP3	1055	486	980
DPEP2	130	67	89
DUS2	800	1247	1170
CTC-479C5.6	2335	3029	3128
DDX28	2828	1240	2097
NFATC3	1770	685	639
ESRP2	2148	3231	3083
PLA2G15	6766	4525	5267
SLC7A6	2398	3695	3197
SLC7A6OS	4851	3894	2168
PRMT7	1036	748	1346
SMPD3	467	433	659
ZFP90	69	31	20
CDH3	4456	11484	3714
CDH1	488	180	701
TANGO6	478	695	489
HAS3	1297	2415	2256
CHTF8	1858	1733	994
UTP4	2397	2528	2643
SNTB2	18	29	9
RP11-343C2.11	12210	3985	18577
VPS4A	5048	2089	6846
COG8	4023	6784	4595
PDF	412	1042	424
RP11-343C2.9	2543	3390	2708
RP11-343C2.7	588	1068	428
NIP7	2816	1923	2092
TMED6	8393	7190	8198
TERF2	5967	7560	3163
CYB5B	120	212	180
NFAT5	7267	9045	3879
NQO1	857	959	1273
NOB1	204	383	212
WWP2	7231	6050	3653
CLEC18A	10145	10136	6293
AC009022.1	939	727	1680
PDPR	4890	2692	3647
CLEC18C	1857	1371	2318
AC009060.1	2421	989	1761
AC009060.2	4655	8668	7595
EXOSC6	4563	5248	5317
AARS	375	628	710
DDX19B	2506	2756	2296
RP11-529K1.3	20	23	18
DDX19A	1768	2805	1323
ST3GAL2	2620	5332	3192
FUK	49	32	18
COG4	384	798	607
SF3B3	973	268	271
IL34	1779	2127	1288
MTSS1L	683	396	520
VAC14	49	99	55
HYDIN	1841	1284	1523
CMTR2	640	545	459
CALB2	1022	1328	1731
ZNF23	5603	2477	2395
AC010547.9	1441	855	1684
ZNF19	76	128	159
CHST4	6456	6654	4218
TAT	4911	2809	2826
MARVELD3	1288	1586	2223
PHLPP2	3945	3416	3169
AP1G1	19	7	12
ATXN1L	315	431	255
IST1	1487	2098	3239
ZNF821	6398	6461	10778
PKD1L3	5378	2156	7951
DHODH	1857	2481	773
TXNL4B	2629	4162	5984
HP	994	1106	1289
HPR	866	437	1196
DHX38	3583	2239	1373
PMFBP1	738	390	1085
AC004158.1	4390	3051	2787
ZFHX3	916	1343	1737
PSMD7	3213	3284	2016
NPIPB15	1837	2077	3543
CLEC18B	10154	7615	5860
GLG1	5413	7170	6769
RFWD3	2686	1038	1168
MLKL	85	117	125
FA2H	1053	1045	1029
WDR59	791	606	963
ZNRF1	3014	7079	1653
LDHD	0	1	1
ZFP1	839	1188	709
CTRB2	1552	1912	3369
CTRB1	3568	5888	3577
BCAR1	12607	12265	7345
CFDP1	694	2061	2658
RP11-77K12.1	208	325	180
TMEM170A	5027	3479	7694
CHST6	907	540	786
RP11-77K12.7	3216	5731	3905
CHST5	3	3	1
TMEM231	525	656	331
GABARAPL2	265	710	630
ADAT1	593	402	1010
KARS	1547	3263	861
TERF2IP	2449	2083	3208
CNTNAP4	102	130	270
RP11-58C22.1	474	330	401
MON1B	1684	2316	609
SYCE1L	101	68	63
ADAMTS18	537	685	1088
NUDT7	415	482	366
VAT1L	1940	1639	2140
CLEC3A	268	545	298
WWOX	1465	682	1742
MAF	3255	5153	4235
DYNLRB2	10263	7903	12138
CDYL2	14924	9159	11916
CMC2	2897	2819	3666
CENPN	6532	6740	4027
ATMIN	2343	3605	1965
C16orf46	514	843	677
GCSH	2237	1411	1396
AC092718.1	1684	1853	3030
BCO1	5176	6564	4865
GAN	2531	4131	1476
CMIP	2062	1195	2135
PLCG2	153	228	272
SDR42E1	450	805	1241
HSD17B2	2210	1592	4216
MPHOSPH6	10137	5315	5032
CDH13	3396	958	2917
